Date,Open ,High,Low,Close,Volume
20110821,11890,12280,11890,12080,1
20110828,12000,12100,12000,12100,1
20110904,12220,12500,12220,12350,1
20110911,12350,12750,12350,12750,1
20110918,12650,12650,12550,12550,1
20110925,12700,13020,12700,12730,1
20111002,12400,12580,12050,12420,1
20111009,12400,12400,12240,12300,1
20111016,12400,12750,12400,12740,1
20111023,12780,13030,12780,13030,1
20111030,13000,13350,13000,13100,1
20111106,13100,13400,13100,13400,1
20111113,13350,13400,13330,13330,1
20111120,13280,13630,13130,13630,1
20111127,13700,13700,13350,13650,1
20111204,13610,13650,13450,13450,1
20111211,13450,13840,13450,13840,1
20111218,14080,15300,14080,14350,1
20111225,14800,15550,14800,15550,1
20120101,15900,17400,15800,15970,1
20120108,16550,16950,16550,16950,1
20120115,16900,19000,16900,19000,1
20120122,21000,21000,17000,17700,1
20120129,18300,18300,17750,17750,1
20120205,18500,19200,18500,19200,1
20120212,19400,19600,19000,19400,1
20120219,19200,19450,19200,19350,1
20120226,19300,19300,18500,19250,1
20120304,19000,19100,18800,18800,1
20120311,18700,19250,18500,19250,1
20120318,19150,19150,19150,19150,1
20120325,18900,19200,18900,19200,1
20120401,19120,19120,18950,19100,1
20120408,19010,19010,18650,18800,1
20120415,17300,18240,17300,18030,1
20120422,17950,17950,16650,16650,1
20120429,17340,17340,16780,16780,1
20120506,16720,16720,15890,15890,1
20120513,15750,16850,15750,16850,1
20120520,16760,17670,16690,17670,1
20120527,17200,17770,17200,17770,1
20120603,17680,18250,17680,18250,1
20120610,18210,18210,17600,17850,1
20120617,18000,18800,18000,18800,1
20120624,19050,20150,18950,19940,1
20120701,19890,19890,19280,19460,1
20120708,19390,19460,18810,19150,1
20120715,19130,19280,18900,19090,1
20120722,19070,19740,18960,19700,1
20120729,19650,20250,19420,20080,1
20120805,20040,22100,20040,21300,1
20120812,21390,21520,21060,21200,1
20120819,21210,22100,21180,21940,1
20120826,22000,22000,21650,21800,1
20120902,21780,23020,21330,23020,1
20120909,23140,26300,23140,24480,1
20120916,24350,25240,23990,24690,1
20120923,24660,28500,24510,28440,1
20120930,29600,36300,28500,30300,1
20121007,29800,34500,28500,33950,1
20121014,33700,36000,33350,36000,1
20121021,35500,36000,32700,33400,1
20121028,32900,33400,32900,32900,1
20121104,31000,32000,29500,31000,1
20121111,30700,30700,29400,29400,1
20121118,28500,29000,26500,29000,1
20121125,29000,29500,28000,29500,1
20121202,29300,30500,29100,30500,1
20121209,29000,30200,29000,29700,1
20121216,30000,31700,30000,31700,1
20121223,31800,34200,31800,32100,1
20121230,31950,32900,31600,32350,1
20130106,32400,33250,32300,32800,1
20130113,32700,33400,32700,33400,1
20130120,33300,36500,33300,35500,1
20130127,35600,39700,35600,38200,1
20130203,38100,38900,37150,38500,1
20130210,38300,38300,35900,37300,1
20130217,37000,37500,36600,36800,1
20130224,36650,37900,36450,36450,1
20130303,36100,36400,32850,34800,1
20130310,34850,35500,33300,33320,1
20130317,33400,34200,33400,34050,1
20130331,34500,35400,34500,35100,1
20130407,36000,36400,35050,35150,1
20130414,35100,35500,35000,35200,1
20130421,35150,36400,35150,35850,1
20130428,35700,36100,35400,35600,1
20130505,35800,36000,34650,34650,1
20130512,34850,35300,34700,35050,1
20130519,34800,35800,34500,35700,1
20130526,35850,36900,35850,36450,1
20130602,36480,36700,36280,36700,1
20130609,36650,36650,34500,34800,1
20130616,34400,35200,32000,32000,1
20130623,30700,34000,29800,33200,1
20130630,33600,34100,33200,33200,1
20130707,33200,33500,32850,32850,1
20130714,32700,32750,30850,31000,1
20130721,30800,31850,30700,31700,1
20130728,31900,32900,31600,32850,1
20130804,32650,32800,31750,32150,1
20130811,32150,32400,31600,31700,1
20130818,31650,31700,30800,31250,1
20130825,31300,33000,31150,32700,1
20130901,32550,33300,32350,32800,1
20130908,32700,32950,31650,31700,1
20130915,31800,31800,29000,29000,1
20130922,29300,31250,29000,30400,1
20130929,30700,31000,30250,30550,1
20131006,30800,30800,30350,30350,1
20131013,30400,30450,30150,30200,1
20131020,30150,30200,29950,30150,1
20131027,30150,30150,30050,30120,1
20131103,30200,30400,29950,29950,1
20131110,30050,30250,30050,30130,1
20131117,30120,30120,29950,30050,1
20131124,29850,29950,28900,29600,1
20131201,29600,29600,29400,29480,1
20131208,29450,29560,29350,29560,1
20131215,29600,29600,29410,29450,1
20131222,29420,30010,29420,29950,1
20131229,29960,30230,29740,29760,1
20140105,29770,29920,29660,29800,1
20140112,29840,29840,29380,29390,1
20140119,29360,29650,28880,29520,1
20140126,29540,29550,29320,29420,1
20140202,29410,29630,29400,29540,1
20140209,29530,29610,29420,29580,1
20140216,29570,29580,29440,29560,1
20140223,29580,30500,29560,30450,1
20140302,30430,31270,30060,30060,1
20140309,29970,30910,29970,30080,1
20140316,30060,30250,29800,30170,1
20140323,30250,30690,30180,30470,1
20140330,30480,30650,30410,30480,1
20140406,30490,31160,30260,31140,1
20140413,31150,32000,31030,31790,1
20140420,31820,33470,31820,32800,1
20140427,32780,33600,32590,33150,1
20140504,33100,33300,32580,32580,1
20140511,32570,33200,32270,32990,1
20140518,33000,33080,32680,32740,1
20140525,32760,32890,32620,32760,1
20140601,32770,32850,32610,32620,1
20140608,32600,32600,32060,32190,1
20140615,32160,32340,31770,32070,1
20140622,32050,32050,31390,31390,1
20140629,31380,31500,30900,30960,1
20140706,30920,31500,30770,31220,1
20140713,31200,31640,31110,31340,1
20140720,31300,31410,31210,31390,1
20140727,31380,31410,31200,31290,1
20140803,31330,31490,31260,31300,1
20140810,31290,31300,31090,31090,1
20140817,31080,31230,30890,31210,1
20140824,31190,31680,31120,31590,1
20140831,31580,31860,31390,31570,1
20140907,31550,32030,31510,31760,1
20140914,31750,32180,31730,31780,1
20140921,31790,32480,31650,32480,1
20140928,32550,32680,32230,32410,1
20141005,32400,32610,32250,32430,1
20141012,32450,32570,32350,32380,1
20141019,32370,32390,32090,32100,1
20141026,32110,32550,32080,32460,1
20141102,32480,32650,32410,32570,1
20141109,32580,32600,32400,32440,1
20141116,32460,32580,32370,32370,1
20141123,32480,32490,32370,32370,4
20141124,32360,32460,32320,32400,4
20141125,32420,32650,32410,32560,4
20141126,32570,32620,32520,32620,4
20141127,32630,32950,32630,32900,4
20141128,32910,33210,32910,33190,4
20141129,33210,33260,33200,33250,4
20141130,33260,34310,33260,34210,4
20141201,34180,35300,34000,34610,4
20141202,34600,34600,33580,33670,4
20141203,33680,33840,33370,33580,4
20141204,33560,33770,33550,33670,4
20141205,33660,33720,33590,33700,4
20141206,33690,33700,33680,33680,2
20141207,33630,33690,33370,33430,4
20141208,33500,34170,33470,34160,4
20141209,34320,34640,34090,34250,4
20141210,34210,34280,33990,34010,4
20141211,33990,34210,33920,34190,4
20141212,34180,34310,34140,34220,4
20141213,34230,34260,34220,34260,4
20141214,34270,34280,34240,34240,3
20141215,34230,34930,34210,34900,4
20141216,34920,35010,34000,34100,4
20141217,34110,34830,33800,34800,3
20141218,34750,35100,34750,34930,4
20141219,34910,35140,34910,35000,4
20141220,35010,35050,34940,34940,4
20141221,34960,35230,34860,35100,4
20141222,35130,35130,35060,35070,3
20141223,35110,35600,35110,35530,3
20141224,35580,35610,35550,35560,3
20141225,35630,35870,35300,35730,4
20141226,35680,35720,35500,35590,4
20141227,35580,35580,35390,35390,4
20141228,35380,35650,35380,35580,5
20141229,35560,35740,35480,35530,4
20141230,35590,35640,35440,35490,4
20141231,35500,35560,35120,35210,4
20150101,35200,35200,34920,35010,4
20150102,35000,35030,34950,35010,4
20150103,35000,35000,34950,34960,2
20150104,34930,35100,34770,35090,4
20150105,35080,35440,35080,35210,4
20150106,35220,35330,35060,35120,3
20150107,35140,35260,35130,35240,4
20150108,35260,35260,35110,35130,4
20150109,35140,35140,35000,35000,4
20150110,35020,35020,34960,34970,4
20150111,34980,35090,34880,34940,4
20150112,34930,34960,34830,34860,4
20150113,34850,34860,34660,34700,4
20150114,34690,34690,34460,34500,4
20150115,34490,34570,34380,34520,4
20150116,34530,34580,34500,34500,4
20150117,34490,34490,34430,34450,2
20150118,34440,34500,34380,34460,3
20150119,34490,34700,34490,34670,4
20150120,34720,35210,34720,35140,4
20150121,35110,35110,34680,34740,3
20150122,34620,34680,34420,34610,3
20150123,34660,34660,34540,34570,2
20150125,34600,34600,34430,34430,3
20150126,34480,34700,34480,34650,3
20150127,34640,34900,34610,34690,3
20150128,34700,34730,34600,34600,3
20150129,34590,34670,34560,34560,2
20150130,34570,34640,34530,34560,2
20150201,34620,34620,34510,34570,3
20150202,34590,34620,34520,34550,3
20150203,34570,34580,34540,34560,3
20150204,34570,34570,34540,34560,3
20150205,34550,34560,34400,34430,3
20150206,34410,34410,34270,34320,3
20150208,34330,34330,34160,34190,3
20150209,34160,34160,33880,34090,3
20150210,34080,34370,34080,34310,3
20150211,34280,34320,34210,34300,3
20150213,34320,34320,34250,34290,3
20150215,34320,34350,34260,34320,3
20150216,34310,34320,34260,34300,3
20150217,34310,34310,34190,34220,3
20150218,34200,34200,33980,34020,3
20150219,34040,34150,34010,34140,4
20150220,34180,34210,34120,34140,2
20150222,34130,34150,34040,34070,3
20150223,34080,34220,34060,34220,3
20150224,34200,34410,34200,34350,3
20150225,34370,34370,34290,34340,3
20150226,34350,34450,34330,34360,3
20150227,34390,34410,34300,34350,2
20150228,34310,34310,34310,34310,1
20150301,34290,34330,34160,34240,3
20150302,34260,34280,34190,34260,3
20150303,34250,34290,34240,34250,3
20150304,34260,34260,34070,34170,3
20150305,34180,34200,34110,34200,4
20150306,34160,34180,34130,34130,2
20150308,34120,34120,33940,33990,3
20150309,34020,34060,33930,34060,3
20150310,34050,34060,33960,33960,4
20150311,33980,33980,33820,33840,3
20150312,33800,33800,33330,33360,4
20150313,33410,33410,32960,33240,3
20150314,33170,33170,32950,32990,4
20150315,32960,32960,32200,32200,4
20150316,32180,32670,31600,32410,4
20150317,32440,33150,32400,32810,4
