<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2020.11.09,11:00:00,137100,137200,137000,137000,135
2020.11.09,11:01:00,137000,137000,136900,136900,22
2020.11.09,11:02:00,136800,136800,136700,136800,59
2020.11.09,11:03:00,136700,137000,136600,136600,118
2020.11.09,11:04:00,136900,136900,136500,136600,153
2020.11.09,11:05:00,136600,136600,135900,136200,1086
2020.11.09,11:06:00,136300,136400,135900,136200,360
2020.11.09,11:07:00,136200,136300,136100,136200,142
2020.11.09,11:08:00,136100,136400,135900,136400,849
2020.11.09,11:09:00,136400,136400,136100,136300,441
2020.11.09,11:10:00,136300,136400,136100,136400,691
2020.11.09,11:11:00,136400,136400,136300,136300,115
2020.11.09,11:12:00,136300,136300,135900,135900,432
2020.11.09,11:13:00,135900,135900,135700,135700,649
2020.11.09,11:14:00,135600,136000,135600,135700,955
2020.11.09,11:15:00,135600,136200,135600,136200,538
2020.11.09,11:16:00,136100,136200,136000,136000,72
2020.11.09,11:17:00,136100,136100,135900,136000,135
2020.11.09,11:18:00,136000,136100,136000,136000,143
2020.11.09,11:19:00,136000,136000,136000,136000,140
2020.11.09,11:20:00,136000,136200,136000,136000,250
2020.11.09,11:21:00,136000,136400,136000,136300,938
2020.11.09,11:22:00,136300,136600,136300,136600,1162
2020.11.09,11:23:00,136500,136600,136300,136600,696
2020.11.09,11:24:00,136700,136900,136600,136900,411
2020.11.09,11:25:00,137000,137200,136800,136900,765
2020.11.09,11:26:00,137000,137200,136900,137000,420
2020.11.09,11:27:00,137100,137400,137100,137300,544
2020.11.09,11:28:00,137400,137500,137100,137400,1062
2020.11.09,11:29:00,137400,138500,137400,138400,4017
2020.11.09,11:30:00,138500,138600,137400,137400,1147
2020.11.09,11:31:00,137500,137900,137400,137800,823
2020.11.09,11:32:00,137800,137900,137600,137600,386
2020.11.09,11:33:00,137600,137900,137500,137900,423
2020.11.09,11:34:00,137700,137700,137200,137200,397
2020.11.09,11:35:00,137500,137500,137000,137300,378
2020.11.09,11:36:00,137200,137400,137000,137400,472
2020.11.09,11:37:00,137200,137400,137100,137100,310
2020.11.09,11:38:00,137200,137200,137100,137100,165
2020.11.09,11:39:00,137100,137100,137000,137100,75
2020.11.09,11:40:00,137100,137300,137100,137300,47
2020.11.09,11:41:00,137200,137300,137200,137300,64
2020.11.09,11:42:00,137300,137300,137300,137300,21
