<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.01.20,10:00:00,131800,132900,131800,132900,1584
2021.01.20,11:00:00,132800,133100,132200,132600,1190
2021.01.20,12:00:00,132700,133600,132500,132900,1212
2021.01.20,13:00:00,133000,133200,132600,133200,636
2021.01.20,14:00:00,133200,133600,132700,133200,1995
2021.01.21,10:00:00,133100,133600,132900,133000,916
2021.01.21,11:00:00,132900,133200,132500,132500,1342
2021.01.21,12:00:00,132600,133000,132500,132800,538
2021.01.21,13:00:00,132800,132800,132500,132700,493
2021.01.21,14:00:00,132700,132800,131800,132000,2673
