<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.02.09,13:00:00,134000,134200,134000,134200,1273
2021.02.09,14:00:00,134100,134900,134100,134800,3457
2021.02.11,10:00:00,134700,134700,134500,134600,698
2021.02.11,11:00:00,134700,134700,134600,134700,1601
2021.02.11,12:00:00,134700,134800,134300,134800,2274
2021.02.11,13:00:00,134700,135600,134700,135400,4477
2021.02.11,14:00:00,135200,135500,135200,135400,2072
2021.02.13,10:00:00,136000,137800,135600,137000,6452
2021.02.13,11:00:00,137100,137200,136400,136500,759
2021.02.13,12:00:00,136500,136700,135900,136300,2051
2021.02.13,13:00:00,136100,136700,136000,136400,837
2021.02.13,14:00:00,136600,137100,136600,136800,2027
2021.02.14,10:00:00,136400,136600,135400,135800,2968
2021.02.14,11:00:00,135800,136000,135800,135900,664
2021.02.14,12:00:00,136000,136300,135800,135800,1098
2021.02.14,13:00:00,135800,136100,135700,136100,1381
2021.02.14,14:00:00,136100,136100,134500,134800,5224
2021.02.15,10:00:00,134800,134800,133800,134100,1815
2021.02.15,11:00:00,134200,134300,134000,134100,537
2021.02.15,12:00:00,134100,134100,133300,133400,3565
2021.02.15,13:00:00,133400,133800,132500,133600,2934
2021.02.15,14:00:00,133600,134000,132700,132800,1962
2021.02.16,10:00:00,132500,133200,132500,133200,748
2021.02.16,11:00:00,133100,133300,133000,133200,356
2021.02.16,12:00:00,133200,133400,132900,133000,667
2021.02.16,13:00:00,133000,133000,132400,132800,1557
2021.02.16,14:00:00,132700,133300,132600,133000,3449
2021.02.17,10:00:00,132700,133200,132700,133000,390
2021.02.17,11:00:00,132900,133200,132800,133000,271
2021.02.17,12:00:00,132900,132900,132600,132600,369
2021.02.17,13:00:00,132700,132800,132600,132800,653
2021.02.17,14:00:00,132800,132900,131800,131900,3352
2021.02.18,10:00:00,131900,132300,131800,131900,409
2021.02.18,11:00:00,131900,131900,131500,131500,855
2021.02.18,12:00:00,131500,131800,131500,131800,979
2021.02.18,13:00:00,131800,131800,131800,131800,2
2021.02.18,14:00:00,132000,132900,131800,132100,4635
2021.02.20,10:00:00,132200,132400,131500,131900,1173
2021.02.20,11:00:00,131800,132000,131400,131500,1025
2021.02.20,12:00:00,131500,131600,130900,131400,1732
2021.02.20,13:00:00,131300,131600,131300,131300,568
2021.02.20,14:00:00,131300,131800,131200,131300,493
2021.02.21,10:00:00,131000,131100,130700,131000,517
2021.02.21,11:00:00,131000,131000,130800,130900,511
2021.02.21,12:00:00,130800,131100,130800,131100,334
2021.02.21,13:00:00,131000,131200,129900,130400,3402
2021.02.21,14:00:00,130500,130500,129900,130100,1832
2021.02.22,10:00:00,129500,129700,129400,129500,1163
2021.02.22,11:00:00,129500,129600,129200,129200,880
2021.02.22,12:00:00,129200,129300,128700,128900,1073
2021.02.22,13:00:00,128800,128900,128300,128300,1025
2021.02.22,14:00:00,128300,128600,127400,127400,2431
2021.02.23,10:00:00,127200,127600,126600,126700,1644
2021.02.23,11:00:00,126700,126700,126000,126200,3285
2021.02.23,12:00:00,126100,126700,126100,126700,1540
2021.02.23,13:00:00,126700,127600,126500,127100,1575
2021.02.23,14:00:00,127200,127200,126500,126900,954
2021.02.24,10:00:00,127100,127900,126700,127400,764
2021.02.24,11:00:00,127400,128000,127300,128000,924
2021.02.24,12:00:00,127900,128200,127600,127600,1355
2021.02.24,13:00:00,127600,128000,127300,127900,802
2021.02.24,14:00:00,127500,128200,127500,128000,1880
2021.02.27,10:00:00,127700,128200,127500,128100,891
2021.02.27,11:00:00,128100,128300,127600,127800,1409
2021.02.27,12:00:00,127700,127800,126200,126300,3666
2021.02.27,13:00:00,126300,126800,125400,126600,3014
2021.02.27,14:00:00,126600,126800,126200,126200,619
2021.02.28,10:00:00,125900,126200,125300,125400,934
2021.02.28,11:00:00,125500,125600,125300,125400,581
2021.02.28,12:00:00,125300,125500,125200,125300,602
2021.02.28,13:00:00,125400,125500,125000,125300,1528
2021.02.28,14:00:00,125300,125500,124500,124800,3781
2021.03.01,10:00:00,124500,128200,124500,127400,6508
2021.03.01,11:00:00,127400,127600,126500,126700,2474
2021.03.01,12:00:00,126600,127300,126300,127100,1425
2021.03.01,13:00:00,127100,127800,126700,127700,1831
2021.03.01,14:00:00,127600,127800,127100,127300,1341
2021.03.02,10:00:00,127900,128100,127200,127300,1094
2021.03.02,11:00:00,127400,127600,126800,127400,1260
2021.03.02,12:00:00,127300,127500,127100,127400,659
2021.03.02,13:00:00,127300,127400,126100,126300,1386
2021.03.02,14:00:00,126300,126500,125000,125500,3187
2021.03.03,10:00:00,125500,128000,125500,126800,2312
2021.03.03,11:00:00,126700,127400,126500,126700,1393
2021.03.03,12:00:00,126700,126800,126000,126300,1534
2021.03.03,13:00:00,126200,126300,126100,126100,291
2021.03.03,14:00:00,126200,127300,126000,127200,2659
2021.03.04,10:00:00,126600,126900,126500,126700,284
2021.03.04,11:00:00,126600,127100,126600,126800,507
2021.03.04,12:00:00,126800,126800,126300,126600,1513
2021.03.04,13:00:00,126700,127100,126400,127100,939
2021.03.04,14:00:00,126800,127500,126400,127300,2100
2021.03.06,10:00:00,127200,127600,127000,127000,1059
2021.03.06,11:00:00,127000,127200,126700,127000,1214
2021.03.06,12:00:00,127100,127800,127000,127600,1280
2021.03.06,13:00:00,127600,130300,127600,129100,6906
2021.03.06,14:00:00,129100,129900,128800,129500,2021
2021.03.07,10:00:00,129400,129900,128800,129000,940
2021.03.07,11:00:00,129000,129500,128600,128800,666
2021.03.07,12:00:00,128800,129200,128400,128600,1074
2021.03.07,13:00:00,128600,129200,128300,128500,1150
2021.03.07,14:00:00,128500,130100,128400,129700,5454
2021.03.08,10:00:00,128900,128900,126900,127100,4460
2021.03.08,11:00:00,127000,127100,126200,126700,4237
2021.03.08,12:00:00,126700,126900,126200,126400,2345
2021.03.08,13:00:00,126400,126600,125500,125700,1831
2021.03.08,14:00:00,125700,126100,125300,125300,1882
2021.03.09,10:00:00,125000,125300,123800,123900,2920
2021.03.09,11:00:00,123800,125000,122900,124600,3470
2021.03.09,12:00:00,124400,124900,124300,124600,1889
2021.03.09,13:00:00,124600,124800,124400,124700,787
2021.03.09,14:00:00,124800,124900,123600,123600,2342
2021.03.10,10:00:00,123900,124000,122900,123200,996
2021.03.10,11:00:00,123200,124000,123000,123900,1159
2021.03.10,12:00:00,123900,123900,123400,123400,655
2021.03.10,13:00:00,123500,123800,123300,123400,1933
2021.03.10,14:00:00,123300,124000,123300,123500,1965
2021.03.13,10:00:00,124000,124200,123600,124000,2278
2021.03.13,11:00:00,124000,124300,123900,123900,1473
2021.03.13,12:00:00,124000,124100,123900,123900,1711
2021.03.13,13:00:00,123900,124000,123500,123600,1511
2021.03.13,14:00:00,123600,123900,123400,123600,1987
2021.03.14,10:00:00,123800,124100,123800,124000,526
2021.03.14,11:00:00,123900,124000,123800,123800,822
2021.03.14,12:00:00,123800,124000,123800,124000,251
2021.03.14,13:00:00,123900,124000,123500,123700,1303
2021.03.14,14:00:00,123800,124000,123700,123700,1140
2021.03.15,10:00:00,123700,124200,123700,124200,622
2021.03.15,11:00:00,124100,124200,123800,123900,431
2021.03.15,12:00:00,124000,124200,123900,124200,524
2021.03.15,13:00:00,124200,124200,124000,124200,323
2021.03.15,14:00:00,124100,125000,124100,124900,2812
2021.03.16,10:00:00,125700,126100,125500,125500,2131
2021.03.16,11:00:00,125500,125700,125400,125700,955
2021.03.16,12:00:00,125700,125800,125600,125600,595
2021.03.16,13:00:00,125500,125800,125500,125800,761
2021.03.16,14:00:00,125800,125800,125500,125600,638
2021.03.17,10:00:00,125800,126300,125800,126100,1521
2021.03.17,11:00:00,126100,126600,126000,126500,1925
2021.03.17,12:00:00,126500,126600,126200,126200,999
2021.03.17,13:00:00,126200,126600,126200,126600,221
2021.03.17,14:00:00,126500,126600,126400,126500,935
2021.03.18,10:00:00,126700,126900,126700,126900,305
2021.03.18,11:00:00,126800,127300,126800,126900,1445
2021.03.18,12:00:00,127000,127200,126900,126900,394
2021.03.18,13:00:00,126900,127100,126900,126900,226
2021.03.18,14:00:00,126900,127100,126900,126900,813
2021.03.25,10:00:00,127000,127200,125900,126000,3724
2021.03.25,11:00:00,126000,126300,126000,126200,978
2021.03.25,12:00:00,126100,126100,125800,126100,1839
2021.03.25,13:00:00,126100,126100,126000,126000,793
2021.03.25,14:00:00,126000,126100,125800,126000,2396
2021.03.27,10:00:00,126100,126300,125900,126000,2113
2021.03.27,11:00:00,126000,126000,124900,125000,3772
2021.03.27,12:00:00,124900,125000,124200,124800,1493
2021.03.27,13:00:00,124700,125100,124500,124500,674
2021.03.27,14:00:00,124600,124600,123800,123900,1521
