<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.27	01:00:00	1.10304	1.10309	1.10255	1.10284	708	0	30
2020.01.27	02:00:00	1.10285	1.10329	1.10244	1.10328	2539	0	30
2020.01.27	03:00:00	1.10327	1.10335	1.10233	1.10329	1653	0	30
2020.01.27	04:00:00	1.10328	1.10335	1.10296	1.10303	894	0	30
2020.01.27	05:00:00	1.10303	1.10344	1.10298	1.10313	473	0	30
2020.01.27	06:00:00	1.10309	1.10309	1.10262	1.10274	581	0	30
2020.01.27	07:00:00	1.10273	1.10279	1.10262	1.10269	442	0	30
2020.01.27	08:00:00	1.10267	1.10274	1.10255	1.10258	267	0	30
2020.01.27	09:00:00	1.10259	1.10305	1.10251	1.10279	464	0	30
2020.01.27	10:00:00	1.10275	1.10355	1.10249	1.10342	1071	0	30
2020.01.27	11:00:00	1.10343	1.10363	1.10241	1.10298	1965	0	30
2020.01.27	12:00:00	1.10299	1.10323	1.10145	1.10148	2705	0	30
2020.01.27	13:00:00	1.10152	1.10215	1.10138	1.10211	1943	0	30
2020.01.27	14:00:00	1.10212	1.10279	1.10200	1.10213	1731	0	30
2020.01.27	15:00:00	1.10212	1.10245	1.10201	1.10222	1244	0	30
2020.01.27	16:00:00	1.10223	1.10251	1.10189	1.10246	1694	0	30
2020.01.27	17:00:00	1.10247	1.10308	1.10215	1.10230	2206	0	30
2020.01.27	18:00:00	1.10229	1.10236	1.10130	1.10168	2905	0	30
2020.01.27	19:00:00	1.10169	1.10191	1.10084	1.10186	2335	0	30
2020.01.27	20:00:00	1.10185	1.10207	1.10123	1.10146	1337	0	30
2020.01.27	21:00:00	1.10147	1.10148	1.10095	1.10134	905	0	30
2020.01.27	22:00:00	1.10135	1.10158	1.10125	1.10133	838	0	30
2020.01.27	23:00:00	1.10134	1.10174	1.10128	1.10168	701	0	30
2020.01.28	00:00:00	1.10168	1.10189	1.10152	1.10182	769	0	30
2020.01.28	01:00:00	1.10183	1.10188	1.10169	1.10186	728	0	30
2020.01.28	02:00:00	1.10184	1.10192	1.10157	1.10172	703	0	30
2020.01.28	03:00:00	1.10171	1.10189	1.10168	1.10174	531	0	30
2020.01.28	04:00:00	1.10175	1.10239	1.10160	1.10216	748	0	30
2020.01.28	05:00:00	1.10215	1.10215	1.10165	1.10176	596	0	30
2020.01.28	06:00:00	1.10175	1.10206	1.10171	1.10194	384	0	30
2020.01.28	07:00:00	1.10195	1.10211	1.10186	1.10205	346	0	30
2020.01.28	08:00:00	1.10204	1.10218	1.10189	1.10210	490	0	30
2020.01.28	09:00:00	1.10211	1.10221	1.10203	1.10216	602	0	30
2020.01.28	10:00:00	1.10217	1.10217	1.10135	1.10137	938	0	30
2020.01.28	11:00:00	1.10136	1.10222	1.10115	1.10155	1446	0	30
2020.01.28	12:00:00	1.10159	1.10204	1.10115	1.10124	2580	0	30
2020.01.28	13:00:00	1.10125	1.10213	1.10122	1.10196	1789	0	30
2020.01.28	14:00:00	1.10200	1.10200	1.10119	1.10128	1050	0	30
2020.01.28	15:00:00	1.10130	1.10146	1.10015	1.10019	1658	0	30
2020.01.28	16:00:00	1.10017	1.10065	1.10008	1.10057	2013	0	30
2020.01.28	17:00:00	1.10062	1.10084	1.09999	1.10008	1961	0	30
2020.01.28	18:00:00	1.10009	1.10045	1.09966	1.09992	2571	0	30
2020.01.28	19:00:00	1.09991	1.10070	1.09977	1.10070	2202	0	30
2020.01.28	20:00:00	1.10068	1.10095	1.10014	1.10080	1342	0	30
2020.01.28	21:00:00	1.10079	1.10126	1.10073	1.10111	903	0	30
2020.01.28	22:00:00	1.10110	1.10141	1.10100	1.10140	705	0	30
2020.01.28	23:00:00	1.10140	1.10176	1.10127	1.10169	639	0	30
2020.01.29	00:00:00	1.10169	1.10213	1.10159	1.10196	807	0	30
2020.01.29	01:00:00	1.10194	1.10231	1.10184	1.10219	686	0	30
2020.01.29	02:00:00	1.10216	1.10233	1.10195	1.10217	799	0	30
2020.01.29	03:00:00	1.10218	1.10232	1.10190	1.10231	482	0	30
2020.01.29	04:00:00	1.10232	1.10265	1.10177	1.10177	745	0	30
2020.01.29	05:00:00	1.10176	1.10181	1.10138	1.10141	657	0	30
2020.01.29	06:00:00	1.10140	1.10158	1.10130	1.10131	365	0	30
2020.01.29	07:00:00	1.10130	1.10135	1.10113	1.10127	518	0	30
2020.01.29	08:00:00	1.10128	1.10132	1.10100	1.10102	323	0	30
2020.01.29	09:00:00	1.10106	1.10153	1.10106	1.10148	528	0	30
2020.01.29	10:00:00	1.10147	1.10151	1.10030	1.10045	851	0	30
2020.01.29	11:00:00	1.10043	1.10059	1.10003	1.10050	1586	0	30
2020.01.29	12:00:00	1.10048	1.10062	1.09933	1.10031	1987	0	30
2020.01.29	13:00:00	1.10030	1.10045	1.09968	1.09985	1270	0	30
2020.01.29	14:00:00	1.09988	1.10010	1.09958	1.10001	1137	0	30
2020.01.29	15:00:00	1.10000	1.10020	1.09987	1.10003	848	0	30
2020.01.29	16:00:00	1.10001	1.10003	1.09931	1.09964	1474	0	30
2020.01.29	17:00:00	1.09963	1.09970	1.09911	1.09918	1698	0	30
2020.01.29	18:00:00	1.09917	1.10085	1.09917	1.10057	2745	0	30
2020.01.29	19:00:00	1.10060	1.10068	1.09932	1.09996	2326	0	30
2020.01.29	20:00:00	1.09995	1.10026	1.09971	1.09987	1138	0	30
2020.01.29	21:00:00	1.09986	1.10048	1.09978	1.10009	898	0	30
2020.01.29	22:00:00	1.10010	1.10068	1.09972	1.10058	1175	0	30
2020.01.29	23:00:00	1.10057	1.10195	1.10019	1.10085	2594	0	30
2020.01.30	00:00:00	1.10085	1.10086	1.10005	1.10043	990	0	30
2020.01.30	01:00:00	1.10042	1.10105	1.10036	1.10094	853	0	30
2020.01.30	02:00:00	1.10088	1.10166	1.10076	1.10163	596	0	30
2020.01.30	03:00:00	1.10164	1.10168	1.10117	1.10132	647	0	30
2020.01.30	04:00:00	1.10133	1.10158	1.10112	1.10128	575	0	30
2020.01.30	05:00:00	1.10126	1.10141	1.10097	1.10109	552	0	30
2020.01.30	06:00:00	1.10110	1.10133	1.10100	1.10124	552	0	30
2020.01.30	07:00:00	1.10120	1.10156	1.10114	1.10142	473	0	30
2020.01.30	08:00:00	1.10140	1.10160	1.10119	1.10128	380	0	30
2020.01.30	09:00:00	1.10127	1.10134	1.10100	1.10107	485	0	30
2020.01.30	10:00:00	1.10108	1.10124	1.10056	1.10121	1242	0	30
2020.01.30	11:00:00	1.10122	1.10161	1.10075	1.10147	1948	0	30
2020.01.30	12:00:00	1.10146	1.10200	1.10133	1.10151	1293	0	30
2020.01.30	13:00:00	1.10150	1.10199	1.10105	1.10105	1399	0	30
2020.01.30	14:00:00	1.10104	1.10193	1.10102	1.10188	1032	0	30
2020.01.30	15:00:00	1.10189	1.10259	1.10163	1.10234	1893	0	30
2020.01.30	16:00:00	1.10235	1.10302	1.10191	1.10236	2291	0	30
2020.01.30	17:00:00	1.10242	1.10307	1.10162	1.10222	3072	0	30
2020.01.30	18:00:00	1.10223	1.10277	1.10139	1.10256	3056	0	30
2020.01.30	19:00:00	1.10257	1.10351	1.10257	1.10288	2926	0	30
2020.01.30	20:00:00	1.10289	1.10317	1.10246	1.10310	1322	0	30
2020.01.30	21:00:00	1.10309	1.10373	1.10291	1.10337	1427	0	30
2020.01.30	22:00:00	1.10336	1.10366	1.10298	1.10332	1213	0	30
2020.01.30	23:00:00	1.10333	1.10381	1.10274	1.10329	2534	0	30
2020.01.31	00:00:00	1.10328	1.10360	1.10296	1.10311	1151	0	30
2020.01.31	01:00:00	1.10310	1.10340	1.10291	1.10332	703	0	30
2020.01.31	02:00:00	1.10331	1.10344	1.10300	1.10302	672	0	30
2020.01.31	03:00:00	1.10298	1.10298	1.10264	1.10277	478	0	30
2020.01.31	04:00:00	1.10278	1.10324	1.10269	1.10270	702	0	30
2020.01.31	05:00:00	1.10274	1.10319	1.10253	1.10277	773	0	30
2020.01.31	06:00:00	1.10280	1.10281	1.10231	1.10232	631	0	30
2020.01.31	07:00:00	1.10233	1.10248	1.10211	1.10226	558	0	30
2020.01.31	08:00:00	1.10226	1.10246	1.10220	1.10238	261	0	30
2020.01.31	09:00:00	1.10239	1.10241	1.10201	1.10216	525	0	30
2020.01.31	10:00:00	1.10217	1.10233	1.10157	1.10232	1063	0	30
2020.01.31	11:00:00	1.10231	1.10288	1.10225	1.10251	1466	0	30
2020.01.31	12:00:00	1.10249	1.10282	1.10191	1.10263	1496	0	30
2020.01.31	13:00:00	1.10266	1.10328	1.10214	1.10261	1881	0	30
2020.01.31	14:00:00	1.10262	1.10321	1.10261	1.10291	1646	0	30
2020.01.31	15:00:00	1.10288	1.10449	1.10255	1.10424	2094	0	30
2020.01.31	16:00:00	1.10423	1.10516	1.10413	1.10486	2245	0	30
2020.01.31	17:00:00	1.10492	1.10547	1.10455	1.10542	2395	0	30
2020.01.31	18:00:00	1.10541	1.10663	1.10534	1.10590	3121	0	30
2020.01.31	19:00:00	1.10585	1.10892	1.10557	1.10856	4129	0	30
2020.01.31	20:00:00	1.10857	1.10870	1.10774	1.10785	2519	0	30
2020.01.31	21:00:00	1.10783	1.10831	1.10767	1.10783	2163	0	30
2020.01.31	22:00:00	1.10784	1.10844	1.10767	1.10841	1684	0	30
2020.01.31	23:00:00	1.10840	1.10889	1.10819	1.10886	1674	0	30
2020.02.03	01:00:00	1.10922	1.10922	1.10874	1.10894	236	0	30
2020.02.03	02:00:00	1.10893	1.10896	1.10811	1.10882	1802	0	30
2020.02.03	03:00:00	1.10880	1.10893	1.10846	1.10848	637	0	30
2020.02.03	04:00:00	1.10849	1.10863	1.10788	1.10860	1322	0	30
2020.02.03	05:00:00	1.10859	1.10859	1.10801	1.10811	1194	0	30
2020.02.03	06:00:00	1.10812	1.10834	1.10790	1.10800	980	0	30
2020.02.03	07:00:00	1.10799	1.10822	1.10790	1.10821	433	0	30
2020.02.03	08:00:00	1.10821	1.10836	1.10802	1.10820	509	0	30
2020.02.03	09:00:00	1.10819	1.10850	1.10809	1.10813	422	0	30
2020.02.03	10:00:00	1.10814	1.10834	1.10734	1.10743	1377	0	30
2020.02.03	11:00:00	1.10744	1.10771	1.10691	1.10730	2357	0	30
2020.02.03	12:00:00	1.10729	1.10744	1.10579	1.10611	2198	0	30
2020.02.03	13:00:00	1.10609	1.10730	1.10607	1.10662	2109	0	30
2020.02.03	14:00:00	1.10663	1.10687	1.10590	1.10610	1942	0	30
2020.02.03	15:00:00	1.10608	1.10653	1.10571	1.10621	1456	0	30
2020.02.03	16:00:00	1.10624	1.10655	1.10608	1.10610	1241	0	30
2020.02.03	17:00:00	1.10608	1.10642	1.10519	1.10531	1522	0	30
2020.02.03	18:00:00	1.10532	1.10536	1.10341	1.10486	3949	0	30
2020.02.03	19:00:00	1.10485	1.10588	1.10436	1.10570	2900	0	30
2020.02.03	20:00:00	1.10571	1.10652	1.10564	1.10609	1965	0	30
2020.02.03	21:00:00	1.10610	1.10626	1.10564	1.10609	1116	0	30
2020.02.03	22:00:00	1.10610	1.10621	1.10578	1.10621	1077	0	30
2020.02.03	23:00:00	1.10620	1.10641	1.10582	1.10584	1077	0	30
2020.02.04	00:00:00	1.10584	1.10590	1.10559	1.10583	825	0	30
2020.02.04	01:00:00	1.10585	1.10602	1.10571	1.10588	577	0	30
2020.02.04	02:00:00	1.10590	1.10608	1.10578	1.10607	556	0	30
2020.02.04	03:00:00	1.10608	1.10618	1.10588	1.10591	487	0	30
2020.02.04	04:00:00	1.10592	1.10609	1.10580	1.10590	641	0	30
2020.02.04	05:00:00	1.10594	1.10630	1.10551	1.10556	858	0	30
2020.02.04	06:00:00	1.10557	1.10587	1.10543	1.10543	678	0	30
2020.02.04	07:00:00	1.10544	1.10589	1.10543	1.10586	906	0	30
2020.02.04	08:00:00	1.10585	1.10598	1.10581	1.10592	609	0	30
2020.02.04	09:00:00	1.10591	1.10621	1.10566	1.10599	802	0	30
2020.02.04	10:00:00	1.10598	1.10625	1.10498	1.10503	1406	0	30
2020.02.04	11:00:00	1.10504	1.10576	1.10476	1.10543	2496	0	30
2020.02.04	12:00:00	1.10541	1.10597	1.10512	1.10556	2298	0	30
2020.02.04	13:00:00	1.10560	1.10588	1.10488	1.10508	1826	0	30
2020.02.04	14:00:00	1.10509	1.10567	1.10481	1.10532	1338	0	30
2020.02.04	15:00:00	1.10531	1.10544	1.10459	1.10492	1336	0	30
2020.02.04	16:00:00	1.10491	1.10497	1.10418	1.10477	1814	0	30
2020.02.04	17:00:00	1.10474	1.10495	1.10421	1.10453	2005	0	30
2020.02.04	18:00:00	1.10450	1.10470	1.10353	1.10361	2597	0	30
2020.02.04	19:00:00	1.10363	1.10408	1.10315	1.10341	2488	0	30
2020.02.04	20:00:00	1.10339	1.10440	1.10322	1.10418	1818	0	30
2020.02.04	21:00:00	1.10419	1.10434	1.10352	1.10407	1265	0	30
2020.02.04	22:00:00	1.10408	1.10414	1.10380	1.10409	792	0	30
2020.02.04	23:00:00	1.10412	1.10432	1.10398	1.10420	804	0	30
2020.02.05	00:00:00	1.10420	1.10445	1.10412	1.10445	787	0	30
2020.02.05	01:00:00	1.10444	1.10445	1.10411	1.10417	589	0	30
2020.02.05	02:00:00	1.10421	1.10447	1.10416	1.10440	887	0	30
2020.02.05	03:00:00	1.10439	1.10441	1.10410	1.10424	484	0	30
2020.02.05	04:00:00	1.10425	1.10435	1.10402	1.10411	583	0	30
2020.02.05	05:00:00	1.10413	1.10418	1.10344	1.10349	877	0	30
2020.02.05	06:00:00	1.10348	1.10354	1.10324	1.10336	623	0	30
2020.02.05	07:00:00	1.10337	1.10340	1.10324	1.10340	418	0	30
2020.02.05	08:00:00	1.10340	1.10346	1.10325	1.10346	261	0	30
2020.02.05	09:00:00	1.10345	1.10370	1.10343	1.10350	636	0	30
2020.02.05	10:00:00	1.10349	1.10383	1.10333	1.10360	753	0	30
2020.02.05	11:00:00	1.10361	1.10463	1.10344	1.10451	1837	0	30
2020.02.05	12:00:00	1.10450	1.10466	1.10345	1.10355	3453	0	30
2020.02.05	13:00:00	1.10356	1.10373	1.10202	1.10270	2821	0	30
2020.02.05	14:00:00	1.10271	1.10276	1.10133	1.10175	1825	0	30
2020.02.05	15:00:00	1.10174	1.10245	1.10160	1.10204	1976	0	30
2020.02.05	16:00:00	1.10203	1.10220	1.10138	1.10147	1917	0	30
2020.02.05	17:00:00	1.10148	1.10155	1.10030	1.10035	2612	0	30
2020.02.05	18:00:00	1.10036	1.10084	1.09959	1.10067	3503	0	30
2020.02.05	19:00:00	1.10066	1.10080	1.09951	1.10018	2934	0	30
2020.02.05	20:00:00	1.10014	1.10056	1.09985	1.10033	1487	0	30
2020.02.05	21:00:00	1.10035	1.10038	1.09978	1.10013	836	0	30
2020.02.05	22:00:00	1.10014	1.10018	1.09934	1.09937	588	0	30
2020.02.05	23:00:00	1.09936	1.09980	1.09923	1.09979	752	0	30
2020.02.06	00:00:00	1.09979	1.09984	1.09951	1.09972	640	0	30
2020.02.06	01:00:00	1.09973	1.09997	1.09956	1.09980	729	0	30
2020.02.06	02:00:00	1.09979	1.09990	1.09973	1.09978	347	0	30
2020.02.06	03:00:00	1.09983	1.09994	1.09960	1.09988	405	0	30
2020.02.06	04:00:00	1.09986	1.09988	1.09944	1.09952	678	0	30
2020.02.06	05:00:00	1.09951	1.09977	1.09932	1.09963	689	0	30
2020.02.06	06:00:00	1.09963	1.09977	1.09952	1.09963	310	0	30
2020.02.06	07:00:00	1.09964	1.09970	1.09931	1.09938	544	0	30
2020.02.06	08:00:00	1.09939	1.09963	1.09928	1.09959	509	0	30
2020.02.06	09:00:00	1.09958	1.09986	1.09952	1.09960	619	0	30
2020.02.06	10:00:00	1.09959	1.10008	1.09948	1.10000	1188	0	30
2020.02.06	11:00:00	1.09999	1.10126	1.09963	1.09975	2212	0	30
2020.02.06	12:00:00	1.09974	1.10059	1.09927	1.10041	1979	0	30
2020.02.06	13:00:00	1.10038	1.10063	1.09956	1.10033	1724	0	30
2020.02.06	14:00:00	1.10034	1.10044	1.09963	1.09974	989	0	30
2020.02.06	15:00:00	1.09976	1.10014	1.09943	1.10007	1050	0	30
2020.02.06	16:00:00	1.10008	1.10024	1.09960	1.10014	1301	0	30
2020.02.06	17:00:00	1.10013	1.10030	1.09940	1.09948	1438	0	30
2020.02.06	18:00:00	1.09947	1.09989	1.09767	1.09774	2808	0	30
2020.02.06	19:00:00	1.09772	1.09815	1.09631	1.09814	3708	0	30
2020.02.06	20:00:00	1.09811	1.09822	1.09733	1.09785	1859	0	30
2020.02.06	21:00:00	1.09786	1.09790	1.09709	1.09750	935	0	30
2020.02.06	22:00:00	1.09754	1.09760	1.09694	1.09729	898	0	30
2020.02.06	23:00:00	1.09728	1.09811	1.09718	1.09800	740	0	30
2020.02.07	00:00:00	1.09800	1.09810	1.09755	1.09801	723	0	30
2020.02.07	01:00:00	1.09800	1.09827	1.09767	1.09790	619	0	30
2020.02.07	02:00:00	1.09789	1.09800	1.09784	1.09796	261	0	30
2020.02.07	03:00:00	1.09798	1.09802	1.09766	1.09775	331	0	30
2020.02.07	04:00:00	1.09774	1.09814	1.09769	1.09811	1178	0	30
2020.02.07	05:00:00	1.09809	1.09824	1.09804	1.09820	1334	0	30
2020.02.07	06:00:00	1.09819	1.09837	1.09814	1.09830	1169	0	30
2020.02.07	07:00:00	1.09829	1.09837	1.09799	1.09802	809	0	30
2020.02.07	08:00:00	1.09803	1.09815	1.09780	1.09811	992	0	30
2020.02.07	09:00:00	1.09812	1.09821	1.09769	1.09783	1189	0	30
2020.02.07	10:00:00	1.09782	1.09793	1.09673	1.09717	2021	0	30
2020.02.07	11:00:00	1.09716	1.09745	1.09613	1.09673	2970	0	30
2020.02.07	12:00:00	1.09672	1.09674	1.09554	1.09585	1794	0	30
2020.02.07	13:00:00	1.09586	1.09617	1.09466	1.09476	2157	0	30
2020.02.07	14:00:00	1.09479	1.09562	1.09465	1.09560	1542	0	30
2020.02.07	15:00:00	1.09561	1.09568	1.09494	1.09555	1100	0	30
2020.02.07	16:00:00	1.09556	1.09697	1.09541	1.09645	1931	0	30
2020.02.07	17:00:00	1.09648	1.09684	1.09475	1.09549	3925	0	30
2020.02.07	18:00:00	1.09547	1.09739	1.09547	1.09590	3820	0	30
2020.02.07	19:00:00	1.09587	1.09751	1.09463	1.09464	3736	0	30
2020.02.07	20:00:00	1.09462	1.09525	1.09445	1.09458	1398	0	30
2020.02.07	21:00:00	1.09456	1.09474	1.09407	1.09455	921	0	30
2020.02.07	22:00:00	1.09456	1.09481	1.09413	1.09471	1044	0	30
2020.02.07	23:00:00	1.09470	1.09475	1.09429	1.09431	732	0	30
2020.02.10	01:00:00	1.09424	1.09442	1.09421	1.09429	232	0	30
2020.02.10	02:00:00	1.09430	1.09445	1.09415	1.09444	576	0	30
2020.02.10	03:00:00	1.09445	1.09500	1.09443	1.09497	1210	0	30
2020.02.10	04:00:00	1.09496	1.09520	1.09488	1.09503	602	0	30
2020.02.10	05:00:00	1.09504	1.09518	1.09482	1.09508	1019	0	30
2020.02.10	06:00:00	1.09511	1.09528	1.09495	1.09505	717	0	30
2020.02.10	07:00:00	1.09507	1.09522	1.09489	1.09516	469	0	30
2020.02.10	08:00:00	1.09517	1.09562	1.09516	1.09546	433	0	30
2020.02.10	09:00:00	1.09545	1.09553	1.09517	1.09532	435	0	30
2020.02.10	10:00:00	1.09535	1.09562	1.09470	1.09515	1192	0	30
2020.02.10	11:00:00	1.09514	1.09524	1.09434	1.09463	1612	0	30
2020.02.10	12:00:00	1.09464	1.09523	1.09447	1.09489	1646	0	30
2020.02.10	13:00:00	1.09488	1.09536	1.09450	1.09507	1340	0	30
2020.02.10	14:00:00	1.09508	1.09524	1.09440	1.09487	1475	0	30
2020.02.10	15:00:00	1.09485	1.09514	1.09461	1.09497	1350	0	30
2020.02.10	16:00:00	1.09496	1.09515	1.09469	1.09514	1417	0	30
2020.02.10	17:00:00	1.09513	1.09513	1.09259	1.09276	2635	0	30
2020.02.10	18:00:00	1.09275	1.09370	1.09248	1.09366	2147	0	30
2020.02.10	19:00:00	1.09365	1.09367	1.09112	1.09123	2433	0	30
2020.02.10	20:00:00	1.09124	1.09187	1.09078	1.09140	1309	0	30
2020.02.10	21:00:00	1.09138	1.09158	1.09081	1.09139	1064	0	30
2020.02.10	22:00:00	1.09138	1.09150	1.09112	1.09139	643	0	30
2020.02.10	23:00:00	1.09140	1.09146	1.09080	1.09081	580	0	30
2020.02.11	00:00:00	1.09081	1.09126	1.09065	1.09093	821	0	30
2020.02.11	01:00:00	1.09092	1.09109	1.09084	1.09102	701	0	30
2020.02.11	02:00:00	1.09101	1.09135	1.09083	1.09083	682	0	30
2020.02.11	03:00:00	1.09084	1.09100	1.09067	1.09074	493	0	30
2020.02.11	04:00:00	1.09073	1.09140	1.09072	1.09129	578	0	30
2020.02.11	05:00:00	1.09126	1.09140	1.09107	1.09139	651	0	30
2020.02.11	06:00:00	1.09136	1.09155	1.09109	1.09153	552	0	30
2020.02.11	07:00:00	1.09154	1.09159	1.09101	1.09103	403	0	30
2020.02.11	08:00:00	1.09102	1.09116	1.09065	1.09115	711	0	30
2020.02.11	09:00:00	1.09114	1.09114	1.09069	1.09074	857	0	30
2020.02.11	10:00:00	1.09076	1.09104	1.09044	1.09079	1102	0	30
2020.02.11	11:00:00	1.09080	1.09141	1.09046	1.09076	1657	0	30
2020.02.11	12:00:00	1.09075	1.09135	1.09045	1.09117	1525	0	30
2020.02.11	13:00:00	1.09121	1.09156	1.09082	1.09152	1425	0	30
2020.02.11	14:00:00	1.09154	1.09194	1.09139	1.09150	1260	0	30
2020.02.11	15:00:00	1.09149	1.09165	1.09098	1.09128	1070	0	30
2020.02.11	16:00:00	1.09131	1.09149	1.08964	1.08965	2328	0	30
2020.02.11	17:00:00	1.08963	1.09161	1.08900	1.09123	3225	0	30
2020.02.11	18:00:00	1.09124	1.09235	1.09109	1.09173	2874	0	30
2020.02.11	19:00:00	1.09174	1.09204	1.09102	1.09174	2771	0	30
2020.02.11	20:00:00	1.09172	1.09227	1.09122	1.09209	1936	0	30
2020.02.11	21:00:00	1.09210	1.09232	1.09163	1.09166	1196	0	30
2020.02.11	22:00:00	1.09165	1.09220	1.09158	1.09216	1012	0	30
2020.02.11	23:00:00	1.09215	1.09215	1.09179	1.09194	606	0	30
2020.02.12	00:00:00	1.09194	1.09195	1.09160	1.09170	612	0	30
2020.02.12	01:00:00	1.09169	1.09205	1.09137	1.09154	613	0	30
2020.02.12	02:00:00	1.09153	1.09204	1.09151	1.09172	526	0	30
2020.02.12	03:00:00	1.09173	1.09179	1.09125	1.09127	625	0	30
2020.02.12	04:00:00	1.09126	1.09161	1.09106	1.09141	1009	0	30
2020.02.12	05:00:00	1.09143	1.09185	1.09134	1.09161	745	0	30
2020.02.12	06:00:00	1.09158	1.09185	1.09140	1.09154	544	0	30
2020.02.12	07:00:00	1.09155	1.09165	1.09124	1.09127	345	0	30
2020.02.12	08:00:00	1.09128	1.09131	1.09100	1.09115	454	0	30
2020.02.12	09:00:00	1.09116	1.09128	1.09068	1.09072	527	0	30
2020.02.12	10:00:00	1.09072	1.09086	1.09010	1.09042	1028	0	30
2020.02.12	11:00:00	1.09041	1.09221	1.09041	1.09199	2170	0	30
2020.02.12	12:00:00	1.09200	1.09243	1.09141	1.09148	2312	0	30
2020.02.12	13:00:00	1.09147	1.09214	1.09102	1.09183	1433	0	30
2020.02.12	14:00:00	1.09184	1.09187	1.09118	1.09139	1206	0	30
2020.02.12	15:00:00	1.09138	1.09139	1.09084	1.09105	1207	0	30
2020.02.12	16:00:00	1.09106	1.09125	1.09065	1.09095	1316	0	30
2020.02.12	17:00:00	1.09092	1.09125	1.08985	1.09092	1803	0	30
2020.02.12	18:00:00	1.09091	1.09091	1.08856	1.08879	2945	0	30
2020.02.12	19:00:00	1.08878	1.08963	1.08849	1.08930	2976	0	30
2020.02.12	20:00:00	1.08927	1.08955	1.08756	1.08787	2009	0	30
2020.02.12	21:00:00	1.08789	1.08798	1.08746	1.08777	1242	0	30
2020.02.12	22:00:00	1.08778	1.08793	1.08640	1.08667	1031	0	30
2020.02.12	23:00:00	1.08668	1.08701	1.08647	1.08697	1238	0	30
2020.02.13	00:00:00	1.08697	1.08744	1.08693	1.08724	686	0	30
2020.02.13	01:00:00	1.08723	1.08741	1.08702	1.08732	846	0	30
2020.02.13	02:00:00	1.08733	1.08734	1.08700	1.08707	716	0	30
2020.02.13	03:00:00	1.08708	1.08752	1.08683	1.08724	1589	0	30
2020.02.13	04:00:00	1.08725	1.08736	1.08704	1.08711	871	0	30
2020.02.13	05:00:00	1.08710	1.08730	1.08685	1.08711	721	0	30
2020.02.13	06:00:00	1.08712	1.08719	1.08665	1.08683	481	0	30
2020.02.13	07:00:00	1.08684	1.08701	1.08670	1.08673	388	0	30
2020.02.13	08:00:00	1.08674	1.08690	1.08640	1.08670	517	0	30
2020.02.13	09:00:00	1.08671	1.08714	1.08670	1.08708	736	0	30
2020.02.13	10:00:00	1.08709	1.08775	1.08683	1.08750	1133	0	30
2020.02.13	11:00:00	1.08749	1.08806	1.08739	1.08795	1814	0	30
2020.02.13	12:00:00	1.08796	1.08875	1.08795	1.08844	1543	0	30
2020.02.13	13:00:00	1.08843	1.08860	1.08773	1.08817	1569	0	30
2020.02.13	14:00:00	1.08816	1.08864	1.08642	1.08662	1786	0	30
2020.02.13	15:00:00	1.08664	1.08700	1.08519	1.08565	2599	0	30
2020.02.13	16:00:00	1.08566	1.08680	1.08559	1.08601	2129	0	30
2020.02.13	17:00:00	1.08598	1.08612	1.08464	1.08523	2406	0	30
2020.02.13	18:00:00	1.08524	1.08605	1.08327	1.08362	3628	0	30
2020.02.13	19:00:00	1.08363	1.08529	1.08347	1.08508	2845	0	30
2020.02.13	20:00:00	1.08509	1.08515	1.08376	1.08405	1572	0	30
2020.02.13	21:00:00	1.08406	1.08424	1.08377	1.08396	1287	0	30
2020.02.13	22:00:00	1.08400	1.08424	1.08387	1.08406	742	0	30
2020.02.13	23:00:00	1.08404	1.08441	1.08403	1.08409	859	0	30
2020.02.14	00:00:00	1.08409	1.08417	1.08367	1.08380	723	0	30
2020.02.14	01:00:00	1.08379	1.08414	1.08368	1.08382	793	0	30
2020.02.14	02:00:00	1.08380	1.08409	1.08366	1.08384	545	0	30
2020.02.14	03:00:00	1.08381	1.08406	1.08260	1.08312	1064	0	30
2020.02.14	04:00:00	1.08310	1.08374	1.08310	1.08341	833	0	30
2020.02.14	05:00:00	1.08342	1.08363	1.08320	1.08339	785	0	30
2020.02.14	06:00:00	1.08340	1.08358	1.08331	1.08339	570	0	30
2020.02.14	07:00:00	1.08338	1.08340	1.08296	1.08313	536	0	30
2020.02.14	08:00:00	1.08314	1.08335	1.08308	1.08333	326	0	30
2020.02.14	09:00:00	1.08334	1.08377	1.08323	1.08368	662	0	30
2020.02.14	10:00:00	1.08367	1.08390	1.08336	1.08358	875	0	30
2020.02.14	11:00:00	1.08359	1.08419	1.08310	1.08346	1448	0	30
2020.02.14	12:00:00	1.08342	1.08471	1.08341	1.08457	1581	0	30
2020.02.14	13:00:00	1.08456	1.08489	1.08414	1.08470	1494	0	30
2020.02.14	14:00:00	1.08471	1.08480	1.08368	1.08403	1327	0	30
2020.02.14	15:00:00	1.08404	1.08404	1.08312	1.08380	1315	0	30
2020.02.14	16:00:00	1.08379	1.08439	1.08346	1.08387	1875	0	30
2020.02.14	17:00:00	1.08384	1.08585	1.08371	1.08546	2911	0	30
2020.02.14	18:00:00	1.08547	1.08600	1.08452	1.08504	2362	0	30
