Date,Open,High,Low,Close,Volume
10/30/19,9422.462891,9426.874023,9085.370117,9205.726563,27706531577
10/31/19,9202.458008,9383.161133,9028.717773,9199.584961,26583653946
11/1/19,9193.992188,9275.657227,9132.047852,9261.104492,24324691031
11/2/19,9259.783203,9377.486328,9249.587891,9324.717773,21242676385
11/3/19,9324.787109,9379.806641,9141.251953,9235.354492,21132220847
11/4/19,9235.607422,9505.051758,9191.485352,9412.612305,26170255634
11/5/19,9413.004883,9457.417969,9256.931641,9342.527344,26198609047
11/6/19,9340.864258,9423.237305,9305.90918,9360.879883,23133895764
11/7/19,9352.393555,9368.476563,9202.353516,9267.561523,22700383838
11/8/19,9265.368164,9272.759766,8775.53418,8804.880859,24333037836
11/9/19,8809.46875,8891.818359,8793.163086,8813.582031,17578630605
11/10/19,8812.489258,9103.826172,8806.162109,9055.526367,20587919881
11/11/19,9056.917969,9081.279297,8700.608398,8757.788086,20265510765
11/12/19,8759.751953,8853.768555,8685.427734,8815.662109,20309769107
11/13/19,8812.033203,8836.841797,8761.651367,8808.262695,17545755404
11/14/19,8811.936523,8826.943359,8692.551758,8708.094727,19084739974
11/15/19,8705.708008,8730.873047,8484.84375,8491.992188,21796856471
11/16/19,8491.166016,8591.99707,8473.973633,8550.760742,16495389808
11/17/19,8549.470703,8727.789063,8500.967773,8577.975586,18668638896
11/18/19,8573.980469,8653.280273,8273.573242,8309.286133,21579470673
11/19/19,8305.134766,8408.516602,8099.963379,8206.145508,21083613815
11/20/19,8203.613281,8237.240234,8010.511719,8027.268066,20764300436
11/21/19,8023.644531,8110.098145,7597.381836,7642.75,22514243371
11/22/19,7643.569336,7697.382813,6936.706543,7296.577637,34242315784
11/23/19,7296.164551,7442.258789,7151.417969,7397.796875,21008924417
11/24/19,7398.633789,7408.577148,7029.289063,7047.916992,30433517289
11/25/19,7039.977051,7319.856934,6617.166992,7146.133789,42685231261
11/26/19,7145.15918,7320.230469,7098.572266,7218.371094,21129505542
11/27/19,7220.880859,7619.693359,6974.174316,7531.663574,23991412764
11/28/19,7536.820313,7730.072754,7454.121582,7463.105957,19050116751
11/29/19,7466.727051,7781.179688,7460.756348,7761.243652,19709695455
11/30/19,7764.057129,7836.102051,7515.849609,7569.629883,17158194786
12/1/19,7571.616211,7571.616211,7291.341797,7424.29248,18720708479
12/2/19,7424.036133,7474.818848,7233.399414,7321.988281,17082040705
12/3/19,7323.975586,7418.858887,7229.356934,7320.145508,14797485769
