<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.11.19	14:09:00	1821000	1821000	1820000	1820000	2	4	3000
2020.11.19	14:10:00	1820000	1820000	1820000	1820000	4	4	2000
2020.11.19	14:15:00	1825000	1825000	1825000	1825000	1	1	9000
2020.11.19	14:16:00	1830000	1830000	1830000	1830000	1	1	6000
2020.11.19	14:32:00	1824000	1824000	1824000	1824000	1	1	8000
2020.11.19	14:44:00	1829000	1829000	1829000	1829000	2	2	2000
2020.11.19	14:57:00	1829000	1829000	1829000	1829000	9	9	3000
