<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.11.02	12:53:00	1712000	1713000	1712000	1713000	2	2	1000
2020.11.02	12:54:00	1715000	1728000	1712000	1718000	10	14	2000
2020.11.02	12:56:00	1718000	1718000	1718000	1718000	3	4	2000
2020.11.02	13:09:00	1712000	1712000	1710000	1710000	4	8	6000
2020.11.02	13:18:00	1710000	1710000	1710000	1710000	2	3	5000
2020.11.02	13:27:00	1711000	1711000	1709000	1709000	3	4	3000
2020.11.02	13:47:00	1713000	1713000	1713000	1713000	1	1	3000
2020.11.02	13:53:00	1715000	1715000	1715000	1715000	1	1	2000
2020.11.02	14:04:00	1716000	1716000	1716000	1716000	1	1	3000
2020.11.02	14:10:00	1714000	1714000	1708000	1708000	6	9	1000
2020.11.02	14:42:00	1713000	1713000	1713000	1713000	1	1	3000
2020.11.02	14:49:00	1712000	1715000	1712000	1715000	3	3	3000
2020.11.02	14:53:00	1709000	1709000	1706000	1706000	6	12	1000
2020.11.02	14:54:00	1714000	1715000	1714000	1715000	3	6	9000
2020.11.02	14:56:00	1706000	1706000	1706000	1706000	2	2	1000
2020.11.02	14:57:00	1706000	1706000	1706000	1706000	2	4	11000
2020.11.02	14:58:00	1706000	1706000	1706000	1706000	3	3	0
2020.11.04	10:38:00	1703000	1703000	1702000	1702000	4	4	0
2020.11.04	10:42:00	1705000	1705000	1705000	1705000	1	1	10000
2020.11.04	10:43:00	1714000	1714000	1714000	1714000	1	1	11000
2020.11.04	10:46:00	1715000	1715000	1715000	1715000	1	1	4000
2020.11.04	10:58:00	1711000	1711000	1711000	1711000	1	1	4000
2020.11.04	11:01:00	1715000	1720000	1715000	1720000	7	7	2000
2020.11.04	11:02:00	1730000	1732000	1730000	1732000	3	3	2000
2020.11.04	11:03:00	1732000	1732000	1730000	1730000	5	5	1000
2020.11.04	11:04:00	1724000	1730000	1722000	1722000	6	7	2000
2020.11.04	11:05:00	1724000	1724000	1724000	1724000	1	1	6000
2020.11.04	11:07:00	1724000	1724000	1724000	1724000	1	1	6000
2020.11.04	11:09:00	1730000	1730000	1730000	1730000	1	2	5000
2020.11.04	11:12:00	1724000	1724000	1724000	1724000	2	2	1000
2020.11.04	11:15:00	1724000	1724000	1724000	1724000	1	1	5000
2020.11.04	11:17:00	1729000	1731000	1729000	1731000	7	11	1000
2020.11.04	11:18:00	1732000	1732000	1732000	1732000	2	3	5000
2020.11.04	11:21:00	1731000	1732000	1731000	1732000	2	2	2000
2020.11.04	11:23:00	1730000	1730000	1730000	1730000	1	1	2000
2020.11.04	11:29:00	1733000	1734000	1733000	1734000	3	3	2000
2020.11.04	11:30:00	1734000	1740000	1734000	1740000	3	3	2000
2020.11.04	11:31:00	1741000	1741000	1740000	1740000	2	4	2000
2020.11.04	11:35:00	1741000	1741000	1741000	1741000	1	1	3000
2020.11.04	11:36:00	1740000	1743000	1740000	1743000	2	2	2000
2020.11.04	11:37:00	1743000	1743000	1743000	1743000	1	1	8000
2020.11.04	11:38:00	1743000	1745000	1735000	1735000	5	9	8000
2020.11.04	11:39:00	1745000	1745000	1740000	1740000	2	2	3000
2020.11.04	11:58:00	1735000	1735000	1735000	1735000	3	3	8000
2020.11.04	12:11:00	1737000	1737000	1737000	1737000	4	4	7000
2020.11.04	12:34:00	1730000	1730000	1730000	1730000	2	2	8000
2020.11.04	13:30:00	1730000	1730000	1730000	1730000	1	1	9000
2020.11.04	13:49:00	1738000	1738000	1738000	1738000	1	1	8000
2020.11.04	14:05:00	1738000	1738000	1738000	1738000	2	2	8000
2020.11.04	14:11:00	1739000	1739000	1739000	1739000	1	1	7000
2020.11.04	14:31:00	1731000	1731000	1731000	1731000	1	1	8000
2020.11.04	14:32:00	1730000	1730000	1729000	1729000	3	5	8000
2020.11.04	14:34:00	1728000	1728000	1728000	1728000	2	3	8000
2020.11.04	14:40:00	1727000	1727000	1727000	1727000	2	13	8000
2020.11.04	14:51:00	1725000	1725000	1725000	1725000	10	10	4000
2020.11.05	10:30:00	1710000	1710000	1707000	1710000	11	13	1000
2020.11.05	10:31:00	1705000	1705000	1705000	1705000	2	2	1000
2020.11.05	10:32:00	1704000	1704000	1682000	1682000	8	10	3000
2020.11.05	10:34:00	1698000	1699000	1698000	1699000	2	2	8000
2020.11.05	10:35:00	1689000	1690000	1689000	1690000	2	2	7000
2020.11.05	10:36:00	1682000	1682000	1682000	1682000	1	2	5000
2020.11.05	10:38:00	1690000	1690000	1690000	1690000	1	1	6000
2020.11.05	10:42:00	1690000	1690000	1690000	1690000	1	1	6000
2020.11.05	10:44:00	1684000	1684000	1682000	1682000	5	5	3000
2020.11.05	10:46:00	1682000	1682000	1680000	1680000	8	8	3000
2020.11.05	10:48:00	1680000	1680000	1680000	1680000	1	1	4000
2020.11.05	10:50:00	1680000	1680000	1680000	1680000	1	1	3000
2020.11.05	10:51:00	1679000	1679000	1679000	1679000	2	2	3000
2020.11.05	10:52:00	1679000	1679000	1679000	1679000	2	2	3000
2020.11.05	10:56:00	1675000	1675000	1674000	1674000	3	3	2000
2020.11.05	10:59:00	1675000	1675000	1672000	1672000	4	4	5000
2020.11.05	11:00:00	1672000	1672000	1669000	1669000	4	8	1000
2020.11.05	11:01:00	1671000	1671000	1666000	1666000	4	5	2000
2020.11.05	11:02:00	1669000	1669000	1669000	1669000	2	3	2000
2020.11.05	11:06:00	1673000	1674000	1673000	1674000	2	2	5000
2020.11.05	11:08:00	1676000	1676000	1676000	1676000	1	1	4000
2020.11.05	11:09:00	1678000	1679000	1678000	1679000	2	6	5000
2020.11.05	11:11:00	1679000	1679000	1679000	1679000	1	1	5000
2020.11.05	11:30:00	1679000	1679000	1679000	1679000	4	5	5000
2020.11.05	11:32:00	1681000	1681000	1681000	1681000	2	2	3000
2020.11.05	11:39:00	1681000	1681000	1681000	1681000	1	1	5000
2020.11.05	11:50:00	1675000	1675000	1672000	1672000	7	12	6000
2020.11.05	11:51:00	1671000	1671000	1670000	1670000	3	3	1000
2020.11.05	11:52:00	1670000	1670000	1670000	1670000	1	1	8000
2020.11.05	11:53:00	1669000	1669000	1669000	1669000	1	1	2000
2020.11.05	11:57:00	1669000	1669000	1669000	1669000	1	1	6000
2020.11.05	11:59:00	1676000	1676000	1676000	1676000	1	1	7000
2020.11.05	12:01:00	1669000	1669000	1667000	1667000	5	5	6000
2020.11.05	12:03:00	1670000	1670000	1670000	1670000	2	2	8000
2020.11.05	12:04:00	1666000	1667000	1666000	1667000	4	12	5000
2020.11.05	12:06:00	1669000	1669000	1669000	1669000	2	4	1000
2020.11.05	12:09:00	1674000	1674000	1672000	1672000	3	3	2000
2020.11.05	12:10:00	1671000	1671000	1671000	1671000	2	2	1000
2020.11.05	12:11:00	1675000	1675000	1675000	1675000	6	6	1000
2020.11.05	12:12:00	1675000	1675000	1675000	1675000	1	1	4000
2020.11.05	12:17:00	1675000	1675000	1675000	1675000	1	1	2000
2020.11.05	12:27:00	1675000	1676000	1675000	1676000	4	4	2000
2020.11.05	12:28:00	1673000	1673000	1673000	1673000	1	3	1000
2020.11.05	12:29:00	1673000	1673000	1673000	1673000	2	4	1000
2020.11.05	12:37:00	1675000	1675000	1675000	1675000	1	1	1000
2020.11.05	12:38:00	1675000	1679000	1675000	1679000	7	15	1000
2020.11.05	12:41:00	1676000	1676000	1676000	1676000	2	3	1000
2020.11.05	12:50:00	1676000	1676000	1676000	1676000	1	1	3000
2020.11.05	12:56:00	1675000	1675000	1675000	1675000	1	2	3000
2020.11.05	13:00:00	1675000	1675000	1674000	1674000	4	5	3000
2020.11.05	13:07:00	1674000	1674000	1674000	1674000	1	1	1000
2020.11.05	13:08:00	1673000	1673000	1672000	1672000	4	10	1000
2020.11.05	13:11:00	1674000	1674000	1674000	1674000	1	1	1000
2020.11.05	13:12:00	1674000	1674000	1674000	1674000	1	1	2000
2020.11.05	13:22:00	1675000	1675000	1675000	1675000	1	2	3000
2020.11.05	13:37:00	1673000	1673000	1672000	1672000	3	12	4000
2020.11.05	13:38:00	1671000	1671000	1671000	1671000	1	1	4000
2020.11.05	13:41:00	1671000	1671000	1671000	1671000	4	8	4000
2020.11.05	13:42:00	1670000	1670000	1670000	1670000	4	10	4000
2020.11.05	13:54:00	1669000	1669000	1669000	1669000	3	4	5000
2020.11.05	13:57:00	1669000	1669000	1667000	1667000	6	13	3000
2020.11.05	14:06:00	1669000	1669000	1669000	1669000	1	1	2000
2020.11.05	14:22:00	1672000	1672000	1672000	1672000	2	2	2000
2020.11.05	14:26:00	1672000	1672000	1672000	1672000	1	1	3000
2020.11.05	14:30:00	1670000	1670000	1670000	1670000	1	1	2000
2020.11.05	14:37:00	1673000	1673000	1673000	1673000	1	1	1000
2020.11.05	14:39:00	1673000	1673000	1673000	1673000	1	1	2000
2020.11.05	14:40:00	1673000	1673000	1673000	1673000	1	2	1000
2020.11.05	14:44:00	1673000	1674000	1673000	1674000	2	2	2000
2020.11.05	14:47:00	1676000	1676000	1676000	1676000	1	1	1000
2020.11.05	14:51:00	1676000	1676000	1676000	1676000	1	1	1000
2020.11.05	14:54:00	1676000	1676000	1676000	1676000	2	2	1000
2020.11.05	14:58:00	1675000	1678000	1675000	1678000	125	173	1000
