<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.02.07,10:00:00,139200,139800,139200,139400,1298
2021.02.07,11:00:00,139400,139600,139300,139400,840
2021.02.07,12:00:00,139400,139800,139200,139700,1521
2021.02.07,13:00:00,139800,140700,139700,140300,2998
2021.02.07,14:00:00,140300,140500,140300,140500,653
2021.02.08,10:00:00,140300,140500,140000,140400,857
2021.02.08,11:00:00,140300,141100,140200,140800,1099
2021.02.08,12:00:00,140700,140900,140400,140500,1471
2021.02.08,13:00:00,140500,140800,140300,140600,944
2021.02.08,14:00:00,140600,140700,140300,140500,1840
