<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2020.10.19,10:00:00,1812000,1840000,1812000,1820000,19
2020.10.19,11:00:00,1820000,1820000,1811000,1814000,18
2020.10.19,12:00:00,1815000,1832000,1815000,1832000,53
2020.10.19,13:00:00,1829000,1869000,1829000,1850000,75
2020.10.19,14:00:00,1849000,1859000,1840000,1859000,60
2020.10.20,10:00:00,1839000,1845000,1807000,1814000,73
2020.10.20,11:00:00,1809000,1823000,1783000,1783000,51
2020.10.20,12:00:00,1788000,1809000,1788000,1800000,32
2020.10.20,13:00:00,1805000,1814000,1793000,1814000,24
2020.10.20,14:00:00,1815000,1820000,1808000,1808000,22
2020.10.21,10:00:00,1791000,1792000,1767000,1767000,19
2020.10.21,11:00:00,1775000,1809000,1770000,1783000,51
2020.10.21,12:00:00,1784000,1810000,1780000,1800000,42
2020.10.21,13:00:00,1813000,1813000,1789000,1789000,17
2020.10.21,14:00:00,1789000,1798000,1789000,1795000,14
2020.10.22,10:00:00,1771000,1796000,1771000,1796000,23
2020.10.22,11:00:00,1789000,1792000,1780000,1790000,26
2020.10.22,12:00:00,1786000,1790000,1786000,1790000,8
2020.10.22,13:00:00,1792000,1792000,1787000,1789000,19
2020.10.22,14:00:00,1792000,1795000,1792000,1792000,19
2020.10.24,10:00:00,1795000,1805000,1782000,1785000,10
2020.10.24,11:00:00,1793000,1793000,1793000,1793000,3
2020.10.24,12:00:00,1795000,1795000,1795000,1795000,4
2020.10.24,13:00:00,1787000,1787000,1787000,1787000,1
2020.10.24,14:00:00,1786000,1787000,1786000,1787000,12
2020.10.26,10:00:00,1787000,1787000,1787000,1787000,2
2020.10.26,11:00:00,1787000,1787000,1780000,1780000,15
2020.10.26,13:00:00,1777000,1782000,1777000,1782000,16
2020.10.27,10:00:00,1777000,1779000,1775000,1779000,11
2020.10.27,11:00:00,1779000,1782000,1779000,1782000,6
2020.10.27,12:00:00,1785000,1785000,1783000,1784000,7
2020.10.27,13:00:00,1783000,1785000,1775000,1775000,7
2020.10.27,14:00:00,1780000,1780000,1776000,1776000,11
2020.10.28,11:00:00,1778000,1780000,1778000,1780000,7
2020.10.28,12:00:00,1780000,1782000,1771000,1771000,13
2020.10.28,14:00:00,1772000,1810000,1772000,1780000,26
2020.10.29,10:00:00,1806000,1806000,1806000,1806000,1
2020.10.29,11:00:00,1799000,1799000,1794000,1799000,5
2020.10.29,12:00:00,1800000,1800000,1799000,1799000,2
2020.10.29,13:00:00,1800000,1804000,1800000,1804000,4
2020.10.29,14:00:00,1790000,1802000,1790000,1796000,13
2020.10.31,10:00:00,1785000,1786000,1775000,1786000,9
2020.10.31,11:00:00,1784000,1784000,1784000,1784000,1
2020.10.31,12:00:00,1786000,1798000,1786000,1798000,6
2020.10.31,13:00:00,1796000,1796000,1796000,1796000,1
2020.10.31,14:00:00,1781000,1794000,1779000,1781000,9
2020.11.01,10:00:00,1780000,1795000,1780000,1783000,4
2020.11.01,11:00:00,1781000,1787000,1780000,1787000,20
2020.11.01,12:00:00,1781000,1781000,1778000,1778000,9
2020.11.01,13:00:00,1776000,1784000,1762000,1784000,43
2020.11.01,14:00:00,1785000,1790000,1770000,1770000,49
2020.11.02,11:00:00,1781000,1782000,1781000,1782000,4
2020.11.02,12:00:00,1777000,1810000,1777000,1810000,17
2020.11.02,13:00:00,1786000,1800000,1786000,1800000,10
2020.11.02,14:00:00,1785000,1785000,1785000,1785000,6
2020.11.04,10:00:00,1797000,1797000,1797000,1797000,3
2020.11.04,11:00:00,1805000,1834000,1805000,1825000,18
2020.11.04,12:00:00,1824000,1824000,1824000,1824000,3
2020.11.04,13:00:00,1817000,1824000,1817000,1824000,5
2020.11.04,14:00:00,1817000,1817000,1810000,1815000,19
2020.11.05,10:00:00,1793000,1793000,1766000,1766000,22
2020.11.05,11:00:00,1773000,1775000,1770000,1771000,8
2020.11.05,12:00:00,1771000,1776000,1771000,1776000,15
2020.11.05,13:00:00,1771000,1771000,1771000,1771000,1
2020.11.05,14:00:00,1771000,1771000,1770000,1770000,11
