<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.01.25,10:00:00,130000,130400,130000,130400,153
2021.01.25,11:00:00,130400,131000,130300,130300,564
2021.01.25,12:00:00,130300,130500,129500,129600,1015
2021.01.25,13:00:00,129600,129900,129000,129000,1586
2021.01.25,14:00:00,129000,129700,128900,129400,903
2021.01.26,10:00:00,129200,129700,129100,129500,222
2021.01.26,11:00:00,129500,129700,129400,129600,506
2021.01.26,12:00:00,129600,130100,129500,129900,1951
2021.01.26,13:00:00,129900,130100,129800,130000,1149
2021.01.26,14:00:00,130000,130100,129800,130000,1506
2021.01.27,10:00:00,130000,131000,129900,129900,638
2021.01.27,11:00:00,129900,130000,129600,129800,1963
2021.01.27,12:00:00,129900,130000,129600,129700,913
2021.01.27,13:00:00,129800,129900,129400,129500,893
2021.01.27,14:00:00,129600,129600,128200,128800,3117
2021.01.28,10:00:00,128900,129200,128500,129000,657
2021.01.28,11:00:00,129000,129200,128900,129200,885
2021.01.28,12:00:00,129000,129800,129000,129300,1273
2021.01.28,13:00:00,129400,129500,129300,129300,898
2021.01.28,14:00:00,129300,129300,129200,129200,140
