<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2020.11.23,10:30:00,134500,134500,133900,133900,481
2020.11.23,10:31:00,133900,134300,133800,134000,460
2020.11.23,10:32:00,134000,134000,133900,134000,419
2020.11.23,10:33:00,134000,134100,133900,134100,604
2020.11.23,10:34:00,133900,134100,133800,134100,95
2020.11.23,10:35:00,134000,134000,133700,133700,160
2020.11.23,10:36:00,133800,133800,133700,133800,62
2020.11.23,10:37:00,133700,133900,133700,133900,427
2020.11.23,10:38:00,134000,134200,133800,134100,1222
2020.11.23,10:39:00,134100,134200,134100,134200,256
2020.11.23,10:40:00,134100,134200,134100,134200,264
2020.11.23,10:41:00,134200,134300,134200,134300,52
2020.11.23,10:42:00,134300,134500,134200,134400,230
2020.11.23,10:43:00,134500,134600,134400,134600,258
2020.11.23,10:44:00,134500,135100,134500,134900,960
2020.11.23,10:45:00,134900,135000,134800,135000,452
2020.11.23,10:46:00,135000,135000,134900,134900,265
2020.11.23,10:47:00,134800,135000,134800,134900,128
2020.11.23,10:48:00,134800,134800,134600,134800,116
2020.11.23,10:49:00,134800,134900,134800,134900,22
2020.11.23,10:50:00,134800,135300,134800,135000,616
2020.11.23,10:51:00,135100,135300,135100,135300,168
2020.11.23,10:52:00,135300,135400,135200,135400,69
2020.11.23,10:53:00,135400,135500,135100,135200,430
2020.11.23,10:54:00,135400,135400,135200,135300,34
2020.11.23,10:55:00,135200,135200,135100,135100,81
2020.11.23,10:56:00,135100,135100,135000,135000,49
2020.11.23,10:57:00,135000,135100,135000,135100,72
2020.11.23,10:58:00,135100,135200,135100,135100,12
2020.11.23,10:59:00,135200,135200,135200,135200,23
2020.11.23,11:00:00,135200,135200,135000,135000,148
2020.11.23,11:01:00,135000,135200,135000,135000,64
2020.11.23,11:02:00,135200,135300,135200,135300,160
2020.11.23,11:03:00,135200,135200,135200,135200,24
2020.11.23,11:04:00,135200,135400,135200,135400,216
2020.11.23,11:05:00,135300,135400,135300,135300,60
2020.11.23,11:06:00,135300,135400,135300,135300,126
2020.11.23,11:07:00,135400,135400,135300,135300,86
2020.11.23,11:08:00,135300,135400,135300,135400,10
2020.11.23,11:09:00,135400,135500,135200,135400,300
2020.11.23,11:10:00,135200,135200,135100,135200,104
