Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Leverage,LotAmount,Commission,Symbol
GLD,162.42,0.01,0,0,0.01,0.01,0,2,1,0.01,*-STK-SMART-USD 
#GLD,162.42,0.01,0,0,0.01,0.01,0,2,1,0.01,GLD-STKCFD-SMART-USD
GDX,35.59,0.01,0,0,0.01,0.01,0,2,1,0.01,*-STK-SMART-USD 
#GDX,35.59,0.01,0,0,0.01,0.01,0,2,1,0.01,GDX-STKCFD-SMART-USD
VIX,12,0,0,0,0.01,0.01,0,1,1,0,VIX-IND-CBOE
VIX3M,12,0,0,0,0.01,0.01,0,1,1,0,VIX3M-IND-CBOE
