date,open,high,low,close,volume,open_interest,contract,unadjusted_close
1983-10-31,164.8109496,165.9987762,163.6231229,163.7419056,483,8408,198312,137.85
1983-11-01,163.6231229,167.4835595,163.3261662,167.1866029,345,8234,198312,140.75
1983-11-02,169.1227603,171.0470395,168.6119949,169.6216475,660,8251,198312,142.8
1983-11-03,168.3744295,171.6409529,166.5332982,171.0470395,508,8352,198312,144
1983-11-04,171.5216647,173.1720699,169.8592129,169.8592129,442,8314,198403,141
1983-11-07,167.7510312,172.2685634,167.4498623,172.2685634,240,8330,198403,143
1983-11-08,171.2204959,174.0755763,171.0638881,173.4130049,261,8383,198403,143.95
1983-11-09,172.870901,175.8223555,171.9673946,174.6176802,433,8447,198403,144.95
1983-11-10,174.918849,174.918849,171.6662258,172.5697322,222,8438,198403,143.25
1983-11-11,172.870901,173.4732387,170.4615505,171.0638881,189,8538,198403,142
1983-11-14,170.7627193,171.6662258,169.8592129,170.2808492,370,8467,198403,141.35
1983-11-15,171.0638881,174.5574464,170.4615505,173.8346413,387,8458,198403,144.3
1983-11-16,174.5333529,176.4849269,171.6662258,172.9311348,593,8354,198403,143.55
1983-11-17,173.1720699,173.4732387,168.6545376,170.582018,546,8160,198403,141.6
1983-11-18,171.0638881,172.870901,170.4615505,172.3890309,339,8070,198403,143.1
1983-11-21,170.1603817,173.4732387,168.6545376,173.1118361,379,8086,198403,143.7
1983-11-22,172.4251712,174.4369789,172.2685634,172.870901,274,8016,198403,143.5
1983-11-23,172.7865738,173.4732387,172.2685634,172.870901,199,7990,198403,143.5
1983-11-28,175.8825892,180.0989527,175.2802516,180.0989527,1434,8407,198403,149.5
1983-11-29,179.1954462,186.7246666,178.5931086,186.122329,921,8004,198403,154.5
1983-11-30,192.1457053,192.748043,187.3270043,191.1819651,1587,8128,198403,158.7
1983-12-01,188.8328484,189.1340172,185.5199914,188.7726146,927,8176,198403,156.7
1983-12-02,189.8929626,190.3386924,187.0860692,187.2667705,437,8148,198403,155.45
1983-12-05,187.4836121,187.6281731,184.0141473,185.1585888,762,8057,198403,153.7
1983-12-06,184.3153161,188.2305107,183.7129785,187.7486406,525,8019,198403,155.85
1983-12-07,188.411212,194.9766922,187.9293419,194.9766922,1207,8754,198403,161.85
1983-12-08,193.8081572,199.373757,190.9410301,192.0854716,1431,9056,198403,159.45
1983-12-09,191.5433677,199.3135232,190.3386924,199.3135232,923,9019,198403,165.45
1983-12-12,201.1566764,204.7947957,200.5784322,201.5421724,1166,9027,198403,167.3
1983-12-13,201.4819387,201.7831075,196.8439389,198.8918868,904,8959,198403,165.1
1983-12-14,197.8438194,198.7714193,196.3620688,198.2293154,633,8721,198403,164.55
1983-12-15,197.5667441,198.1690817,193.9527182,194.3743546,923,8733,198403,161.35
1983-12-16,194.5550559,198.7714193,193.9527182,198.7111856,777,8919,198403,164.95
1983-12-19,201.2771439,205.9392372,200.2772634,205.5778346,1032,9140,198403,170.65
1983-12-20,206.9029774,209.6134967,201.1807699,202.0240425,1353,8998,198403,167.7
1983-12-21,202.0842763,205.8790034,198.7714193,199.4339907,939,8798,198403,165.55
1983-12-22,201.0362088,202.9877828,198.1690817,202.5059127,795,8790,198403,168.1
1983-12-23,201.7831075,202.5059127,199.5544582,200.1567959,342,8856,198403,166.15
1983-12-27,201.4819387,201.7831075,199.373757,199.6749258,383,8778,198403,165.75
1983-12-28,199.6749258,199.9760946,192.4468742,192.4468742,1666,8722,198403,159.75
1983-12-29,191.5433677,193.9527182,188.2305107,190.3386924,1646,8832,198403,158
1983-12-30,190.1941314,190.6398613,186.7246666,189.676121,541,8764,198403,157.45
1984-01-03,188.9894561,193.3503806,188.8328484,191.3024327,833,8790,198403,158.8
1984-01-04,186.7246666,188.9533159,185.5199914,187.9895757,968,8773,198403,156.05
1984-01-05,186.122329,189.1340172,185.5199914,188.2907445,737,8763,198403,156.3
1984-01-06,187.3270043,187.9293419,181.0626929,181.0626929,1364,8653,198403,150.3
1984-01-09,177.207732,178.2919398,170.2206155,171.365057,2358,8570,198403,142.25
1984-01-10,176.1235243,177.0872645,174.3767451,175.0995503,855,8265,198403,145.35
1984-01-11,176.3403658,178.2919398,175.5814204,177.8100696,564,8056,198403,147.6
1984-01-12,177.0029372,185.0381213,176.7860957,183.7732122,1031,8062,198403,152.55
1984-01-13,186.0380017,188.5316795,185.5199914,186.4837316,844,7882,198403,154.8
1984-01-16,185.5199914,188.5316795,182.0264331,185.8211602,1049,7820,198403,154.25
1984-01-17,185.5199914,186.6041991,184.9176537,185.7609264,599,7747,198403,154.2
1984-01-18,185.6404589,186.4234978,184.3153161,185.098355,361,7677,198403,153.65
1984-01-19,187.8691081,189.7363548,187.3270043,189.1340172,719,7840,198403,157
1984-01-20,187.4836121,188.2305107,183.3515759,184.4960174,662,7859,198403,153.15
1984-01-23,184.4719239,186.6041991,183.3515759,183.4118096,574,7808,198403,152.25
1984-01-24,183.0263136,183.9539135,180.7012903,183.1708746,663,7779,198403,152.05
1984-01-25,184.3153161,186.4837316,184.3153161,186.1825628,343,7766,198403,154.55
1984-01-26,186.4837316,187.387238,183.7129785,184.4960174,438,7836,198403,153.15
1984-01-27,184.7730927,191.5433677,184.6164849,189.9170561,1038,7860,198403,157.65
1984-01-30,190.6398613,192.6275754,189.7363548,190.5796275,353,7770,198403,158.2
1984-01-31,192.0011443,194.5550559,191.8445365,193.6515494,735,7742,198403,160.75
1984-02-01,195.7597311,196.9644064,193.0492118,193.4106144,704,7825,198403,160.55
1984-02-02,194.5550559,195.1573935,190.45916,192.9287443,533,7795,198403,160.15
1984-02-03,192.1457053,192.4468742,187.9293419,191.2421989,487,7680,198403,158.75
1984-02-06,188.3871185,190.0375236,188.2305107,188.6521471,358,7661,198403,156.6
1984-02-07,186.2789368,190.9410301,185.5199914,190.5796275,549,7630,198403,158.2
1984-02-08,194.8562247,195.7597311,192.1457053,192.3866404,480,7634,198403,159.7
1984-02-09,193.2058196,193.6515494,187.9293419,188.170277,627,7559,198403,156.2
1984-02-10,187.7847809,190.3386924,184.9176537,188.2305107,511,7640,198403,156.25
1984-02-13,187.5438458,189.1340172,187.4474718,188.6521471,314,7671,198403,156.6
1984-02-14,186.7246666,190.9410301,186.122329,189.4954198,480,7622,198403,157.3
1984-02-15,188.8328484,192.0252378,188.5316795,191.3626664,530,7716,198403,158.85
1984-02-16,191.7843028,192.3866404,191.2421989,192.2059391,307,7810,198403,159.55
1984-02-17,192.0106225,194.8637681,191.8285069,193.8924845,519,7830,198406,159.7
1984-02-21,196.0778725,196.6849248,194.317421,194.8030628,645,7668,198406,160.45
1984-02-22,196.7092069,197.5347979,196.0778725,196.6849248,688,7762,198406,162
1984-02-23,196.3813987,196.9884509,194.3781263,194.3781263,423,7600,198406,160.1
1984-02-24,192.7390852,193.1640218,191.8285069,192.67838,488,7382,198406,158.7
1984-02-27,192.132033,194.5602419,191.5249808,194.1960106,559,7305,198406,159.95
1984-02-28,193.3461375,194.8637681,188.1861935,188.5504248,1159,7387,198406,155.3
1984-02-29,188.1861935,190.6144024,185.879395,189.703824,1139,7385,198406,156.25
1984-03-01,189.7888114,191.2214546,188.1861935,191.1000442,366,7038,198406,157.4
1984-03-02,192.132033,196.8670404,191.8285069,196.6242195,688,6893,198406,161.95
1984-03-05,199.720186,200.3272382,196.6849248,197.6562084,713,7002,198406,162.8
1984-03-06,196.4056807,197.8990292,195.1672942,196.4421039,333,6951,198406,161.8
1984-03-07,195.1672942,196.0778725,193.1033166,193.5889584,395,6917,198406,159.45
1984-03-08,192.8847778,196.6849248,191.8285069,196.3206934,379,6935,198406,161.7
1984-03-09,195.652936,197.291977,195.2279994,196.6849248,286,6875,198406,162
1984-03-12,195.2279994,195.4708203,193.1033166,194.0138949,254,6791,198406,159.8
1984-03-13,196.6849248,196.6849248,193.0426113,193.771074,365,6917,198406,159.6
1984-03-14,195.0701658,195.4708203,192.132033,192.1927382,431,6903,198406,158.3
1984-03-15,192.2777255,195.2887046,192.132033,194.9244733,341,6894,198406,160.55
1984-03-16,194.4024084,194.8637681,193.6496636,194.0138949,125,6794,198406,159.8
1984-03-19,193.1883039,194.5602419,192.4355591,192.4355591,256,6847,198406,158.5
1984-03-20,193.9531897,193.9531897,191.2214546,193.771074,441,6804,198406,159.6
1984-03-21,192.7390852,194.2567158,192.4355591,193.771074,286,6837,198406,159.6
1984-03-22,193.5889584,193.6496636,190.7358128,190.7965181,500,6901,198406,157.15
1984-03-23,191.9741994,192.4355591,190.0073502,191.8285069,473,6977,198406,158
1984-03-26,193.0426113,198.5060815,192.6176748,197.6562084,925,6956,198406,162.8
1984-03-27,198.0447218,198.2025554,196.4421039,197.0491561,510,6845,198406,162.3
1984-03-28,196.2235651,196.6849248,195.7743464,196.3206934,268,6831,198406,161.7
1984-03-29,195.6165128,197.838324,195.4708203,197.291977,164,6899,198406,162.5
1984-03-30,196.0171673,197.291977,195.8350516,196.9277457,171,6931,198406,162.2
1984-04-02,196.9884509,196.9884509,192.4355591,192.67838,405,7071,198406,158.7
1984-04-03,194.2567158,194.2567158,192.7390852,194.1353054,320,7043,198406,159.9
1984-04-04,194.1353054,194.1353054,193.3461375,193.8924845,50,6930,198406,159.7
1984-04-05,193.8924845,193.8924845,190.3715815,190.6751076,661,7066,198406,157.05
1984-04-06,191.2214546,194.1353054,190.9179285,193.8317793,288,6777,198406,159.65
1984-04-09,194.317421,195.3494099,193.9531897,193.9531897,309,6800,198406,159.75
1984-04-10,193.1883039,193.9531897,192.132033,193.1640218,142,6759,198406,159.1
1984-04-11,195.106589,195.106589,192.4355591,193.0426113,274,6785,198406,159
1984-04-12,193.3461375,193.3461375,190.8572233,192.7390852,366,6754,198406,158.75
1984-04-13,194.2567158,194.2567158,191.2214546,193.9531897,239,6717,198406,159.75
1984-04-16,193.1883039,193.9531897,192.7390852,192.9212009,157,6732,198406,158.9
1984-04-17,195.4708203,195.4708203,192.9212009,194.8637681,220,6794,198406,160.5
1984-04-18,194.7059345,196.6849248,193.1640218,196.4421039,244,6755,198406,161.8
1984-04-19,195.4708203,198.5060815,194.8637681,195.8957569,934,7056,198406,161.35
1984-04-23,201.2985218,201.2985218,196.6849248,200.81288,1202,7651,198406,165.4
1984-04-24,199.6837628,202.451921,198.5060815,200.3879434,666,7679,198406,165.05
1984-04-25,199.9630069,200.9342904,193.1640218,193.1640218,1387,7643,198406,159.1
1984-04-26,191.3671472,191.8285069,186.3650367,189.8252345,1639,7695,198406,156.35
1984-04-27,190.3108763,192.4355591,190.0073502,191.5249808,285,7270,198406,157.75
1984-04-30,188.8539509,191.1607494,188.8539509,190.4322867,232,7215,198406,156.85
1984-05-01,190.6144024,192.4355591,190.6144024,190.7965181,358,7333,198406,157.15
1984-05-02,191.039339,192.67838,190.9786337,191.9499173,237,7320,198406,158.1
1984-05-03,191.3428651,192.5569696,191.3428651,191.5249808,255,7306,198406,157.75
1984-05-04,191.7070964,191.8285069,189.0967718,190.0073502,521,7241,198406,156.5
1984-05-07,189.0967718,190.0073502,184.54388,185.3330479,552,7381,198406,152.65
1984-05-08,185.4544584,186.0615106,179.9909883,185.1509323,974,7408,198406,152.5
1984-05-09,184.0825203,186.6685629,182.7227233,183.8761226,343,7232,198406,151.45
1984-05-10,184.54388,186.3650367,184.54388,184.8474062,373,7345,198406,152.25
1984-05-11,180.9015666,186.3650367,180.9015666,183.2083651,401,7396,198406,150.9
1984-05-14,184.54388,186.972089,184.2403539,186.7899733,501,7556,198406,153.85
1984-05-15,187.1177815,188.1861935,186.3650367,186.425742,352,7472,198406,153.55
1984-05-16,188.0283599,189.0360666,187.6398464,187.9433726,262,7290,198406,154.8
1984-05-17,187.8826673,189.4002979,187.0934994,187.7612569,366,7155,198406,154.65
1984-05-18,187.5791412,189.0967718,187.5791412,188.3076039,103,7101,198406,155.1
1984-05-21,189.4002979,190.0073502,188.1861935,188.2468987,231,7151,198406,155.05
1984-05-22,188.331886,188.7932457,185.7579845,188.3076039,472,7122,198406,155.1
1984-05-23,187.9069494,188.1861935,185.879395,186.0615106,359,7063,198406,153.25
1984-05-24,184.7823088,188.4293281,184.7823088,188.1861935,550,7423,198409,154.8
1984-05-25,189.9489194,190.8606742,188.9155973,189.8881358,525,7588,198409,156.2
1984-05-29,188.5752088,189.3410829,187.8214915,187.8822752,673,7542,198409,154.55
1984-05-30,188.1861935,188.3077608,186.7273858,186.8489531,347,7066,198409,153.7
1984-05-31,186.6058184,188.1254098,185.9979819,186.4842511,408,7018,198409,153.4
1984-06-01,188.7332463,189.9489194,187.213655,187.7607079,360,6853,198409,154.45
1984-06-04,188.9155973,189.2802992,187.8214915,189.0371646,233,6741,198409,155.5
1984-06-05,188.7575598,189.0371646,187.213655,188.4293281,211,6639,198409,155
1984-06-06,188.4293281,188.9155973,185.3901454,187.2744386,488,6677,198409,154.05
1984-06-07,186.9097367,188.0646261,185.6940636,185.9979819,150,6727,198409,153
1984-06-08,184.9281896,185.3901454,184.4176069,185.3901454,245,6632,198409,152.5
1984-06-11,185.1713242,185.3901454,181.2568569,181.6215588,536,6790,198409,149.4
1984-06-12,182.1929251,183.3235011,181.7431261,183.2627175,252,6677,198409,150.75
1984-06-13,183.7125165,184.4783905,183.5666357,183.688203,295,6751,198409,151.1
1984-06-14,184.5391742,185.8764146,184.2960396,185.3901454,194,6716,198409,152.5
1984-06-15,184.3568232,184.7823088,182.0470444,182.7156646,259,6765,198409,150.3
1984-06-18,181.1352896,184.4783905,180.527453,184.4176069,314,6770,198409,151.7
1984-06-19,184.5391742,185.3901454,184.2960396,184.9038761,76,6707,198409,152.1
1984-06-20,184.320353,184.4783905,182.9587992,183.3235011,167,6708,198409,150.8
1984-06-21,181.4392078,184.1744723,181.1352896,183.2019338,140,6702,198409,150.7
1984-06-22,185.0862271,185.3901454,182.9587992,184.1744723,174,6717,198409,151.5
1984-06-25,183.10468,183.2627175,179.9196165,180.4666694,306,6673,198409,148.45
1984-06-26,181.7431261,182.3509626,181.1352896,181.1960732,329,6574,198409,149.05
1984-06-27,180.3694155,181.1352896,178.0961069,178.3392415,478,6720,198409,146.7
1984-06-28,179.761579,180.527453,179.3117799,180.1627511,201,6772,198409,148.2
1984-06-29,180.8313713,181.7431261,180.2843184,180.3451021,168,6832,198409,148.35
1984-07-02,179.6156982,180.527453,179.3117799,179.6764819,150,6749,198409,147.8
1984-07-03,179.0078617,179.3117799,176.5765155,176.7588665,210,6730,198409,145.4
1984-07-05,172.0177414,173.2334145,169.464828,169.464828,560,6707,198409,139.4
1984-07-06,165.939376,167.1550491,160.4688471,164.4197847,882,6745,198409,135.25
1984-07-09,161.3806019,168.9785587,160.7727654,167.8844529,420,6769,198409,138.1
1984-07-10,167.1550491,168.7354241,165.0884049,165.3315395,299,6636,198409,136
1984-07-11,164.1158664,165.6354577,163.5080298,164.0550827,307,6596,198409,134.95
1984-07-12,164.7237029,166.5472126,164.1158664,165.8178087,133,6608,198409,136.4
1984-07-13,167.7628856,169.5863953,167.1550491,167.5805347,182,6635,198409,137.85
1984-07-16,171.1059866,171.4099049,167.7628856,167.7628856,241,6571,198409,138
1984-07-17,167.7628856,168.3707222,165.6354577,167.1550491,161,6532,198409,137.5
1984-07-18,167.1793626,168.6746405,166.2432943,168.1275876,133,6483,198409,138.3
1984-07-19,168.9785587,169.5863953,166.5472126,166.5472126,307,6494,198409,137
1984-07-20,164.2617472,165.3315395,161.0766837,161.5021693,575,6539,198409,132.85
1984-07-23,157.4296644,158.037501,154.3904817,154.9375346,429,6435,198409,127.45
1984-07-24,156.3598721,157.4296644,154.9983183,155.4845875,173,6314,198409,127.9
1984-07-25,157.2716269,158.6453375,156.8218279,156.9433952,154,6326,198409,129.1
1984-07-26,157.7335827,158.6453375,152.5669721,153.1748086,303,6271,198409,126
1984-07-27,152.6885394,155.6061548,150.7434625,155.1198856,207,6224,198409,127.6
1984-07-30,153.6246077,154.6944,151.351299,154.3296981,118,6220,198409,126.95
1984-07-31,154.3904817,155.3022365,151.9591355,152.2630538,145,6258,198409,125.25
1984-08-01,152.2630538,156.8218279,151.6552173,156.457126,672,6952,198409,128.7
1984-08-02,157.1257462,161.0766837,156.8218279,159.0708231,447,6665,198409,130.85
1984-08-03,161.7453039,164.1158664,161.5021693,163.8727318,284,6653,198409,134.8
1984-08-06,166.2432943,166.5472126,162.2923568,163.0825443,220,6661,198409,134.15
1984-08-07,159.7029731,162.9001933,159.253174,162.1707895,404,6547,198409,133.4
1984-08-08,163.8119481,164.1158664,159.8610106,159.9217942,131,6560,198409,131.55
1984-08-09,160.3108096,162.778626,159.8610106,161.9884385,171,6546,198409,133.25
1984-08-10,162.9001933,165.939376,161.4413856,161.7453039,318,6536,198409,133.05
1984-08-13,162.4382375,164.7237029,162.2923568,163.8727318,307,6500,198409,134.8
1984-08-14,165.3315395,166.5472126,165.3315395,166.3040779,315,6503,198409,136.8
1984-08-15,165.633672,166.8538095,165.3286376,166.121727,288,6668,198412,136.15
1984-08-16,164.5599509,166.3657545,164.4135344,165.4506513,178,6633,198412,135.6
1984-08-17,165.9387063,166.5487751,165.4506513,165.6946788,129,6646,198412,135.8
1984-08-20,165.3530403,165.6946788,159.9600324,160.4480874,454,6622,198412,131.5
1984-08-21,161.2045727,162.5833281,161.0581562,161.7292318,299,6459,198412,132.55
1984-08-22,161.9732593,163.4984312,161.6682249,163.3154106,377,6349,198412,133.85
1984-08-23,162.2782937,163.8034656,161.9732593,163.7424588,212,6421,198412,134.2
1984-08-24,163.4984312,165.0236032,163.1933969,164.2915207,335,6300,198412,134.65
1984-08-27,163.9498821,164.1085,161.1801699,161.4241974,143,6228,198412,132.3
1984-08-28,162.8883625,164.3525275,162.5833281,163.6814519,350,6269,198412,134.15
1984-08-29,165.4750541,165.633672,164.1085,165.2676307,184,6217,198412,135.45
1984-08-30,164.8039784,165.3286376,163.8034656,164.2915207,137,6194,198412,134.65
1984-08-31,163.1933969,164.9625963,162.8883625,163.13239,223,6207,198412,133.7
1984-09-04,155.8115647,160.4480874,155.8115647,156.7266679,655,6378,198412,128.45
1984-09-05,157.4587504,159.2279498,157.3977435,158.7398948,210,6362,198412,130.1
1984-09-06,158.7642976,161.0581562,158.6178811,160.2040599,182,6224,198412,131.3
1984-09-07,159.2279498,159.5329842,157.3977435,157.9468054,288,6284,198412,129.45
1984-09-10,159.5329842,161.0581562,159.4109705,160.2650668,204,6187,198412,131.35
1984-09-11,160.8995383,162.5833281,160.7531218,161.4241974,339,6226,198412,132.3
1984-09-12,161.6682249,162.2782937,161.119163,161.9122524,130,6229,198412,132.7
1984-09-13,161.3631905,162.2782937,160.143053,161.2411768,177,6207,198412,132.15
1984-09-14,162.8883625,164.4135344,162.8883625,163.2544037,283,6309,198412,133.8
1984-09-17,162.4247102,162.5833281,157.7027779,157.8247917,289,6300,198412,129.35
1984-09-18,156.9096885,161.6682249,156.9096885,159.5329842,371,6343,198412,130.75
1984-09-19,161.9732593,161.9732593,159.8380186,159.9600324,89,6247,198412,131.1
1984-09-20,161.4852043,163.4984312,160.4480874,162.8273556,273,6312,198412,133.45
1984-09-21,163.4374244,169.9041534,163.4374244,168.1959608,846,6404,198412,137.85
1984-09-24,169.2940846,169.599119,165.9387063,166.7317957,548,6183,198412,136.65
1984-09-25,166.0851228,166.6707889,164.7185688,165.2066238,172,6098,198412,135.4
1984-09-26,164.8649853,168.9890502,163.8034656,163.9254794,619,6148,198412,134.35
1984-09-27,164.7185688,165.9387063,161.0581562,164.596555,185,6083,198412,134.9
1984-09-28,164.1085,165.633672,164.1085,165.4506513,66,6073,198412,135.6
1984-10-01,166.2437407,166.5487751,165.633672,165.9387063,116,6071,198412,136
1984-10-02,165.9387063,166.5487751,165.9387063,166.2437407,120,6466,198412,136.25
1984-10-03,166.5487751,166.8538095,165.0236032,166.2437407,194,6411,198412,136.25
1984-10-04,166.2437407,166.7317957,165.9387063,166.5487751,296,6464,198412,136.5
1984-10-05,165.8410953,166.2437407,165.0236032,165.5116582,246,6579,198412,135.65
1984-10-08,165.7556857,165.7556857,164.2915207,165.3286376,83,6409,198412,135.5
1984-10-09,164.2915207,165.3286376,164.2915207,164.7795757,333,6267,198412,135.05
1984-10-10,165.0236032,166.5487751,165.0236032,166.4877682,286,6161,198412,136.45
1984-10-11,167.3052604,168.3789814,167.097837,167.8299195,328,6226,198412,137.55
1984-10-12,168.5253979,168.9890502,167.4638783,167.7689127,199,6266,198412,137.5
1984-10-15,167.000226,170.5142221,166.8538095,169.5381121,514,6697,198412,138.95
1984-10-16,168.9890502,171.4293253,168.3789814,168.6840158,351,6312,198412,138.25
1984-10-17,169.9651602,170.8192565,167.7689127,167.8299195,314,6209,198412,137.55
1984-10-18,169.2940846,169.599119,168.3789814,168.8060296,314,6402,198412,138.35
1984-10-19,169.2940846,169.599119,167.7689127,168.8060296,150,6356,198412,138.35
1984-10-22,168.5864048,169.599119,168.5009952,168.7450227,150,6287,198412,138.3
1984-10-23,170.5142221,170.5142221,169.599119,169.7821396,135,6338,198412,139.15
1984-10-24,170.2091878,170.8192565,169.7211327,169.9651602,170,6302,198412,139.3
1984-10-25,170.2091878,170.8192565,168.073947,170.2701946,149,6325,198412,139.55
1984-10-26,170.5142221,170.5142221,169.599119,170.4532153,88,6189,198412,139.7
1984-10-29,169.111064,169.2940846,168.3789814,168.3789814,154,6146,198412,138
1984-10-30,168.5253979,170.2091878,168.3789814,170.0261671,144,6200,198412,139.35
1984-10-31,170.5142221,173.1375179,170.2091878,172.6494628,380,6238,198412,141.5
1984-11-01,173.1375179,176.3098755,172.6494628,175.1507448,451,6334,198412,143.55
1984-11-02,178.1400818,179.9702881,177.530013,179.6042469,575,6523,198412,147.2
1984-11-05,179.1771987,182.7766045,178.9941781,182.3495563,363,6555,198412,149.45
1984-11-06,181.3368422,181.8004944,180.5803569,181.007405,108,6508,198412,148.35
1984-11-07,183.6307008,184.2407695,181.1904257,182.9596251,334,6554,198412,149.95
1984-11-08,181.4954601,181.8004944,179.6652537,180.2753225,189,6589,198412,147.75
1984-11-09,178.4451162,180.2753225,178.1400818,178.7501506,138,6604,198412,146.5
1984-11-12,179.2382056,180.5803569,179.055185,180.2753225,94,6612,198412,147.75
1984-11-13,182.1496047,183.0901362,179.9550311,180.51935,217,6690,198503,143.95
1984-11-14,180.51935,182.1496047,180.51935,182.4631152,156,6550,198503,145.5
1984-11-15,181.8360942,181.8360942,180.8955626,181.5852857,81,6598,198503,144.8
1984-11-16,181.9865792,182.1496047,181.2090731,181.5225836,118,6593,198503,144.75
1984-11-19,181.2090731,181.2090731,178.7009891,179.5788185,191,6543,198503,143.2
1984-11-20,179.1649846,179.6415206,177.4469471,178.2620744,201,6466,198503,142.15
1984-11-21,178.7009891,179.3280101,177.7604576,178.1993723,0,6452,198503,142.1
1984-11-26,177.9109426,178.3874786,173.0578,174.4372462,432,6510,198503,139.1
1984-11-27,175.8166924,176.5064155,173.684821,174.311842,363,6510,198503,139
1984-11-28,174.938863,176.192905,173.684821,174.1864378,234,6529,198503,138.9
1984-11-29,174.2742207,176.0675008,173.9983315,174.6880546,219,6455,198503,139.3
1984-11-30,173.9983315,174.938863,172.4307789,172.9950979,887,6837,198503,137.95
1984-12-03,171.1767369,173.0578,168.9821634,172.6815873,460,6704,198503,137.7
1984-12-04,173.3713105,173.9983315,173.0578,173.8102252,184,6744,198503,138.6
1984-12-05,174.1488165,175.565884,173.684821,174.5626504,199,6442,198503,139.2
1984-12-06,175.4028585,176.5064155,174.6253525,175.565884,637,6620,198503,140
1984-12-07,174.938863,175.2523735,173.0578,173.0578,91,6480,198503,138
1984-12-10,173.3713105,173.9983315,171.1767369,171.1767369,155,6494,198503,136.5
1984-12-11,171.954243,172.1172684,169.6091844,169.9226949,125,6504,198503,135.5
1984-12-12,170.2362054,170.5497159,169.2956739,169.5464823,249,6792,198503,135.2
1984-12-13,169.6091844,170.2362054,167.7281213,167.7281213,324,6818,198503,133.75
1984-12-14,166.6245643,167.1011003,163.0254637,163.4016763,424,6618,198503,130.3
1984-12-17,161.8341238,163.5270805,159.2633376,159.5768481,521,6907,198503,127.25
1984-12-18,158.2851849,160.078465,154.56068,154.8114884,482,6853,198503,123.45
1984-12-19,156.7552536,157.3822746,154.9995947,155.5639137,554,6892,198503,124.05
1984-12-20,154.7487863,157.6957851,154.6233821,155.75202,235,6890,198503,124.2
1984-12-21,157.2192491,160.5173797,156.7552536,156.7552536,375,6889,198503,125
1984-12-26,159.2633376,159.5768481,158.887125,159.1379334,105,6821,198503,126.9
1984-12-27,158.0092956,158.8244229,152.3661065,154.1217653,284,6837,198503,122.9
1984-12-28,155.2880244,155.3758074,150.4850434,152.3661065,181,6799,198503,121.5
1985-01-02,150.6480689,150.7985539,144.8418543,144.8418543,313,6787,198503,115.5
1985-01-03,144.5910459,146.7229174,141.7067492,142.2710682,329,6758,198503,113.45
1985-01-04,143.5878123,143.9013228,138.5716442,139.0105589,235,6808,198503,110.85
1985-01-07,137.9446232,139.3240694,134.8095181,138.6343463,462,6777,198503,110.55
1985-01-08,139.8256862,140.3900051,137.6311126,137.8819211,221,6769,198503,109.95
1985-01-09,137.9446232,145.4061732,137.9446232,144.9045564,348,6697,198503,115.55
1985-01-10,143.7508377,145.7823858,143.2743018,144.4656417,362,6770,198503,115.2
1985-01-11,144.8418543,146.0958963,142.0202597,142.2710682,191,6715,198503,113.45
1985-01-14,143.5878123,144.5283438,142.6472808,144.4029396,178,6687,198503,115.15
1985-01-15,144.0643483,145.7823858,142.9607913,142.9607913,193,6733,198503,114
1985-01-16,144.0894291,145.1553648,142.9607913,144.026727,295,6740,198503,114.85
1985-01-17,145.4688753,146.7229174,144.8418543,146.2840026,161,6699,198503,116.65
1985-01-18,146.5555703,149.5465004,146.3915109,149.2310014,133,6759,198506,118.25
1985-01-21,149.3950609,154.5944835,149.2310014,154.2789845,157,6759,198506,122.25
1985-01-22,153.9634856,154.5944835,149.2310014,150.1143985,217,6793,198506,118.95
1985-01-23,149.2310014,151.439494,148.2845046,151.3763942,101,6724,198506,119.95
1985-01-24,151.439494,153.3324877,150.8084961,152.3859909,215,6774,198506,120.75
1985-01-25,152.3859909,152.3859909,150.4929972,151.8811926,60,6783,198506,120.35
1985-01-28,149.8619993,156.4874772,149.2310014,156.4874772,128,6813,198506,124
1985-01-29,156.8029761,156.8660759,154.2789845,154.7206831,143,6777,198506,122.6
1985-01-30,160.2103647,161.2199614,155.2254814,160.2103647,148,6791,198506,126.95
1985-01-31,160.437524,162.1664582,159.9579656,160.715163,160,6825,198506,127.35
1985-02-01,159.8696259,159.9579656,157.1184751,157.9387723,266,6671,198506,125.15
1985-02-04,156.525337,157.1184751,154.9730822,155.2254814,170,6684,198506,123
1985-02-05,156.4874772,157.1184751,155.5409803,156.8029761,98,6591,198506,124.25
1985-02-06,159.0114687,163.7439529,159.0114687,161.5354603,445,6636,198506,128
1985-02-07,161.2199614,161.9771588,158.3804708,159.3269677,187,6629,198506,126.25
1985-02-08,159.0114687,159.6424666,156.1719782,157.0553753,285,6612,198506,124.45
1985-02-11,156.1719782,162.7974561,155.8564793,162.6081567,201,6660,198506,128.85
1985-02-12,161.5733202,162.1664582,160.2734645,160.5889635,201,6658,198506,127.25
1985-02-13,161.0685219,161.5354603,160.2734645,160.8413626,98,6608,198506,127.45
1985-02-14,161.8509592,162.7974561,158.3804708,158.8852692,172,6708,198506,125.9
1985-02-15,160.9044624,161.4092607,160.2734645,160.9044624,90,6697,198506,127.5
1985-02-19,159.0114687,159.3269677,158.0649719,158.3173711,121,6581,198506,125.45
1985-02-20,157.7494729,158.3804708,153.9634856,155.0992818,324,6645,198506,122.9
1985-02-21,153.4965472,153.9634856,147.5273071,147.5273071,512,6668,198506,116.9
