VDNR.LSE,VEUD.LSE,VDEM.LSE,IDTM.LSE,IDTL.LSE,IEMB.LSE,GLRE.LSE,IGLN.US
6.31,5.3,5.34,40.48,11.06,7.41,4.43,19.67
