Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Leverage,LotAmount,Commission,Symbol
EUR/USD,1.14174,0.00005,-0.0183,-0.0033,0.0001,0.0001,0,20,1,0,EUR/USD
GBP/USD,1.27751,0.00003,-0.012,-0.0088,0.0001,0.0001,0,20,1,0,GBP/USD
USD/CHF,0.99567,0.00022,-0.003,-0.0208,0.0001,0.000101,0,20,1,0,USD/CHF
EUR/AUD,1.61649,0.00011,-0.0178,-0.0042,0.0001,0.00006987,0,20,1,0,EUR/AUD
EUR/NZD,1.70809,0.00016,-0.0199,-0.0024,0.0001,0.00006551,0,20,1,0,EUR/NZD
EUR/CHF,1.13617,0.00004,-0.0086,-0.0137,0.0001,0.000101,0,20,1,0,EUR/CHF
USD/JPY,110.91,0.004,-0.0076,-0.0137,0.01,0.00009,0,20,1,0,USD/JPY
