Name,Price,Spread,RollLong,RollShort,PIP,PIPCost,MarginCost,Leverage,LotAmount,Commission,Symbol
GLD,165.89,0.0200000,0.0000,0.0000,1.00000,0.900000,0,2.000,4.00,0.020,GLD
TLT,163.43,0.0100000,0.0000,0.0000,1.00000,0.900000,0,2.000,4.00,0.020,TLT
VTI,156.89,0.01000000,0.0000,0.0000,1.00000,0.900000,0,2.000,4.00,0.020,VTI
